time,seconds_elapsed,lux
1751119140578761500,0.303761474609375,0
1751119140738488800,0.46348876953125,0
1751119140898485800,0.62348583984375,0
1751119141058520300,0.783520263671875,0
1751119141218506000,0.943506103515625,0
1751119141378478800,1.103478759765625,0
1751119141538738400,1.263738525390625,0
1751119141698461000,1.4234609375,0
1751119141858492700,1.58349267578125,0
1751119142018460400,1.74346044921875,0
1751119142178471200,1.90347119140625,0
1751119142338471700,2.0634716796875,0
1751119142498856000,2.22385595703125,0
1751119142658642400,2.383642333984375,0
1751119142818504400,2.54350439453125,0
1751119142978566400,2.70356640625,0
1751119143138497500,2.86349755859375,0
1751119143298494000,3.023493896484375,0
1751119143458446600,3.183446533203125,0.09000000357627869
1751119143618529300,3.343529296875,0.20999999344348907
1751119143778489000,3.503489013671875,0
1751119143938474500,3.663474609375,0
1751119144098479900,3.82347998046875,0
1751119144258493000,3.983492919921875,0
1751119144418511000,4.143510986328125,0
1751119144579055400,4.304055419921875,27.200000762939453
1751119144738505000,4.4635048828125,24.3700008392334
1751119144898482200,4.623482177734375,7.210000038146973
1751119145058474200,4.78347412109375,1.659999966621399
1751119145218512400,4.943512451171875,0.38999998569488525
1751119145378543600,5.103543701171875,0.5799999833106995
1751119145539034000,5.2640341796875,0
1751119145698601700,5.423601806640625,0
1751119145858473200,5.58347314453125,0
1751119146018475500,5.7434755859375,0
1751119146178482700,5.903482666015625,0
1751119146338482700,6.063482666015625,0
1751119146498447600,6.223447509765625,0
1751119146659046700,6.384046630859375,0
1751119146818475300,6.543475341796875,0
1751119146978514700,6.7035146484375,0
1751119147138501600,6.863501708984375,0
1751119147298491600,7.02349169921875,0
1751119147458485500,7.183485595703125,0
1751119147619055400,7.344055419921875,0
1751119147778475300,7.503475341796875,0
1751119147938469600,7.6634697265625,0
1751119148098480600,7.823480712890625,0
1751119148258471400,7.983471435546875,0
1751119148418471200,8.14347119140625,0
1751119148578826800,8.30382666015625,0
1751119148738523100,8.463523193359375,0
1751119148898474500,8.623474609375,0
1751119149058496000,8.78349609375,0
1751119149218524700,8.943524658203126,0
1751119149378482000,9.10348193359375,0
1751119149538474000,9.263473876953125,0
1751119149698746600,9.42374658203125,0
1751119149858484500,9.583484375,0
1751119150018484700,9.743484619140625,0
1751119150178484700,9.903484619140626,0
1751119150338482700,10.063482666015625,0
1751119150498479600,10.223479736328125,0
1751119150659144400,10.38414453125,0
1751119150818480000,10.543480224609375,0
1751119150978493000,10.703492919921874,0
1751119151138509000,10.863509033203124,0
1751119151298499800,11.023499755859374,0
1751119151458484200,11.183484130859375,0
1751119151618847500,11.343847412109374,0
1751119151778526700,11.503526611328125,0
1751119151938472000,11.663471923828125,0
1751119152098473200,11.82347314453125,0
1751119152258471200,11.98347119140625,0
1751119152418485200,12.1434853515625,0
1751119152578456300,12.303456298828126,0
1751119152738768400,12.463768310546875,0
1751119152898564900,12.62356494140625,0
1751119153058482000,12.78348193359375,0
1751119153218484500,12.943484375,0
1751119153378473500,13.103473388671874,0
1751119153538471400,13.263471435546874,0
1751119153699043600,13.424043701171875,0
1751119153858497800,13.583497802734374,0
1751119154018484200,13.743484130859375,0
1751119154178481000,13.90348095703125,0
1751119154338486300,14.063486328125,0
1751119154498478600,14.223478515625,0
1751119154658980400,14.38398046875,0
1751119154818567400,14.5435673828125,0
1751119154978522400,14.7035224609375,0
1751119155138495500,14.86349560546875,0
1751119155298475000,15.02347509765625,0
1751119155458477000,15.18347705078125,0
1751119155618476300,15.343476318359375,0
1751119155778731800,15.503731689453126,0
1751119155938478000,15.66347802734375,0
1751119156098468600,15.823468505859376,0
1751119156258466300,15.98346630859375,0
1751119156418494000,16.143493896484376,0
1751119156578505500,16.30350537109375,0
1751119156739042300,16.464042236328126,0
1751119156898485800,16.62348583984375,0
1751119157058475500,16.7834755859375,0
1751119157218482400,16.943482421875,0
1751119157378475300,17.103475341796877,0
1751119157538474500,17.263474609375,0
1751119157698824200,17.42382421875,0
1751119157858556200,17.58355615234375,0
1751119158018464800,17.74346484375,0
1751119158178536700,17.90353662109375,0
1751119158338549500,18.063549560546875,0
1751119158498488800,18.22348876953125,0
1751119158658472000,18.383471923828125,0
1751119158819035100,18.54403515625,0
1751119158978476500,18.7034765625,0
1751119159138490000,18.863489990234374,0
1751119159298478300,19.023478271484375,0
1751119159458514200,19.18351416015625,0
1751119159618494000,19.343493896484375,0
1751119159779100400,19.504100341796875,0
1751119159938493700,19.66349365234375,0
1751119160098569000,19.82356884765625,0
1751119160258487600,19.983487548828126,0
1751119160418477800,20.143477783203124,0
1751119160578470000,20.303469970703127,0
1751119160738813200,20.463813232421874,0
1751119160898532000,20.623531982421873,0
1751119161058506000,20.783506103515624,0
1751119161218476500,20.9434765625,0
1751119161378473500,21.103473388671876,0
1751119161538462500,21.26346240234375,0
1751119161698480000,21.423480224609374,0
1751119161858780200,21.5837802734375,0
1751119162018514200,21.74351416015625,0
1751119162178496800,21.903496826171875,0
1751119162338478800,22.063478759765626,0
1751119162498473500,22.223473388671874,0
1751119162658469000,22.38346923828125,0
1751119162819049500,22.544049560546874,0
1751119162978473000,22.703472900390626,0
1751119163138472400,22.863472412109374,0
1751119163298475300,23.023475341796875,0
1751119163458460700,23.183460693359375,0
1751119163618497800,23.343497802734376,0
1751119163778897200,23.503897216796876,0
1751119163938514700,23.6635146484375,0
1751119164098472000,23.823471923828127,0
1751119164258475300,23.983475341796876,0
1751119164418482000,24.14348193359375,0
1751119164578474200,24.30347412109375,0
1751119164738452500,24.463452392578127,0
1751119164898746600,24.62374658203125,0
1751119165058497300,24.783497314453125,0
1751119165218471200,24.94347119140625,0
1751119165378479000,25.10347900390625,0
1751119165538528000,25.263528076171873,0
1751119165698370000,25.4233701171875,0
1751119165859062500,25.5840625,0
1751119166018504700,25.743504638671876,0
1751119166178477000,25.90347705078125,0
1751119166338473000,26.063472900390625,0
1751119166498474200,26.22347412109375,0
1751119166658471000,26.383470947265625,0
1751119166818837200,26.543837158203125,0
1751119166978569700,26.70356982421875,0
1751119167138520600,26.8635205078125,0
1751119167298512600,27.0235126953125,0
1751119167458514200,27.18351416015625,0
1751119167618480600,27.343480712890624,0
1751119167778449400,27.503449462890625,0
1751119167939088600,27.664088623046876,0
1751119168098477800,27.823477783203124,0
1751119168258476500,27.9834765625,0
1751119168418477000,28.14347705078125,0
1751119168578473000,28.303472900390624,0
1751119168738485500,28.463485595703126,0
1751119168899089700,28.624089599609373,0
1751119169058499000,28.7834990234375,0
1751119169218505500,28.94350537109375,0
1751119169378470000,29.103469970703124,0
1751119169538485800,29.26348583984375,0
1751119169698488000,29.423488037109376,0
1751119169858866400,29.583866455078127,0
1751119170018534100,29.7435341796875,0
1751119170178484200,29.903484130859376,0
1751119170338480600,30.063480712890627,0
1751119170498480600,30.223480712890623,0
1751119170658543400,30.38354345703125,0
1751119170818618400,30.543618408203123,0
1751119170979050000,30.704050048828126,0
1751119171138465300,30.86346533203125,0
1751119171298484500,31.023484375,0
1751119171458476800,31.183476806640623,0
1751119171618480600,31.343480712890624,0
1751119171778470700,31.503470703125,0
1751119171939047200,31.664047119140626,0
1751119172098482200,31.823482177734373,0
1751119172258475800,31.983475830078124,0
1751119172418532900,32.14353295898437,0
1751119172578448600,32.30344873046875,0
1751119172738544000,32.463544189453124,0
1751119172898863000,32.62386303710937,0
1751119173058551300,32.78355126953125,0
1751119173218475300,32.943475341796876,0
1751119173378474500,33.103474609375,0
1751119173538482000,33.26348193359375,0
1751119173698469000,33.42346923828125,0
1751119173858455000,33.583455078125,0
1751119174019039000,33.7440390625,0
1751119174178506000,33.903506103515625,0
1751119174338451200,34.063451171875,0
1751119174498499300,34.22349926757813,0
1751119174658521300,34.38352124023437,0
1751119174818478000,34.54347802734375,0
1751119174979070200,34.7040703125,0
1751119175138482200,34.863482177734376,0
1751119175298485200,35.0234853515625,0
1751119175458486000,35.18348608398438,0
1751119175618473700,35.3434736328125,0
1751119175778476500,35.5034765625,0
1751119175938933000,35.66393310546875,0
1751119176098567200,35.823567138671876,0
1751119176258507800,35.9835078125,0
1751119176418506500,36.14350659179688,0
1751119176578476000,36.30347607421875,0
1751119176738481200,36.463481201171874,0
1751119176898449000,36.623448974609374,0
1751119177058718500,36.783718505859376,0
1751119177218472400,36.94347241210937,0
1751119177378476500,37.1034765625,0
1751119177538475000,37.26347509765625,0
1751119177698470700,37.423470703125,0
1751119177858503000,37.5835029296875,0
1751119178018485000,37.743485107421876,0
1751119178178484700,37.90348461914063,0
1751119178338495000,38.06349487304688,0
1751119178498482200,38.223482177734375,0
1751119178658466800,38.383466796875,0
1751119178818469600,38.5434697265625,0
1751119178978824700,38.70382470703125,0
1751119179138521900,38.86352197265625,0
1751119179298478000,39.02347802734375,0
1751119179458473700,39.1834736328125,0
1751119179618473000,39.34347290039062,0
1751119179778491100,39.5034912109375,0
1751119179938587100,39.66358715820313,0
1751119180098762200,39.82376220703125,0
1751119180258499800,39.98349975585938,0
1751119180418483000,40.14348291015625,0
1751119180578470100,40.30347021484375,0
1751119180738469600,40.4634697265625,0
1751119180898469600,40.6234697265625,0
1751119181059040000,40.7840400390625,0
1751119181218478000,40.94347802734375,0
1751119181378475800,41.103475830078125,0
1751119181538477000,41.26347705078125,0
1751119181698488800,41.42348876953125,0
1751119181858510300,41.58351025390625,0
1751119182018868500,41.74386840820313,0
1751119182178519000,41.90351904296875,0
1751119182338499600,42.06349951171875,0
1751119182498472400,42.22347241210937,0
1751119182658471200,42.38347119140625,0
1751119182818470000,42.54346997070313,0
1751119182978452500,42.70345239257812,0
1751119183139027000,42.86402685546875,0
1751119183298464300,43.02346435546875,0
1751119183458485500,43.183485595703125,0
1751119183618551600,43.343551513671876,0
1751119183778303000,43.50330297851563,0
1751119183938492700,43.66349267578125,0
1751119184099060200,43.824060302734374,0
1751119184258486000,43.983486083984374,0
1751119184418479400,44.14347924804687,0
1751119184578472700,44.30347265625,0
1751119184738475300,44.46347534179687,0
1751119184898475300,44.623475341796876,0
1751119185058811600,44.78381176757812,0
1751119185218562300,44.943562255859376,0
1751119185378500600,45.10350048828125,0
1751119185538506500,45.263506591796876,0
1751119185698486000,45.42348608398437,0
1751119185858498600,45.58349853515625,0
1751119186018475800,45.743475830078125,0
1751119186179062300,45.90406225585937,0
1751119186338474000,46.063473876953125,0
