time,seconds_elapsed,type,isConnected,isInternetReachable,isWifiEnabled,isConnectionExpensive,ssid,bssid,strength,ipAddress,frequency,cellularGeneration,carrier
1751119324368000000,184.093,cellular,true,true,false,true,,,,,,4g,
1751119326364000000,186.089,cellular,true,true,false,true,,,,,,4g,
1751119328364000000,188.089,cellular,true,true,false,true,,,,,,4g,
1751119330368000000,190.093,cellular,true,true,false,true,,,,,,4g,
1751119332368000000,192.093,cellular,true,true,false,true,,,,,,4g,
1751119334367000000,194.092,cellular,true,true,false,true,,,,,,4g,
1751119336372000000,196.097,cellular,true,true,false,true,,,,,,4g,
1751119338375000000,198.1,cellular,true,true,false,true,,,,,,4g,
1751119340372000000,200.097,cellular,true,true,false,true,,,,,,4g,
1751119342373000000,202.098,cellular,true,true,false,true,,,,,,4g,
1751119344374000000,204.09900024414063,cellular,true,true,false,true,,,,,,4g,
1751119346374000000,206.09900024414063,cellular,true,true,false,true,,,,,,4g,
1751119348376000000,208.101,cellular,true,true,false,true,,,,,,4g,
1751119350378000000,210.10299975585937,cellular,true,true,false,true,,,,,,4g,
1751119352383000000,212.108,cellular,true,true,false,true,,,,,,4g,
1751119354378000000,214.10299975585937,cellular,true,true,false,true,,,,,,4g,
1751119356388000000,216.113,cellular,true,true,false,true,,,,,,4g,
1751119358386000000,218.11099975585938,cellular,true,true,false,true,,,,,,4g,
1751119360387000000,220.112,cellular,true,true,false,true,,,,,,4g,
1751119362386000000,222.11099975585938,cellular,true,true,false,true,,,,,,4g,
1751119364388000000,224.113,cellular,true,true,false,true,,,,,,4g,
1751119366387000000,226.112,cellular,true,true,false,true,,,,,,4g,
1751119368390000000,228.11500024414062,cellular,true,true,false,true,,,,,,4g,
1751119370391000000,230.116,cellular,true,true,false,true,,,,,,4g,
1751119372391000000,232.116,cellular,true,true,false,true,,,,,,4g,
1751119374395000000,234.12,cellular,true,true,false,true,,,,,,4g,
1751119376392000000,236.117,cellular,true,true,false,true,,,,,,4g,
1751119378393000000,238.118,cellular,true,true,false,true,,,,,,4g,
1751119380394000000,240.11899975585936,cellular,true,true,false,true,,,,,,4g,
1751119382397000000,242.122,cellular,true,true,false,true,,,,,,4g,
1751119384400000000,244.125,cellular,true,true,false,true,,,,,,4g,
1751119386403000000,246.128,cellular,true,true,false,true,,,,,,4g,
1751119388396000000,248.121,cellular,true,true,false,true,,,,,,4g,
1751119390399000000,250.124,cellular,true,true,false,true,,,,,,4g,
1751119392402000000,252.12699975585937,cellular,true,true,false,true,,,,,,4g,
1751119394400000000,254.125,cellular,true,true,false,true,,,,,,4g,
1751119396400000000,256.125,cellular,true,true,false,true,,,,,,4g,
1751119398401000000,258.126,cellular,true,true,false,true,,,,,,4g,
1751119400402000000,260.1269997558594,cellular,true,true,false,true,,,,,,4g,
1751119402405000000,262.13,cellular,true,true,false,true,,,,,,4g,
1751119404403000000,264.128,cellular,true,true,false,true,,,,,,4g,
1751119406405000000,266.13,cellular,true,true,false,true,,,,,,4g,
1751119408407000000,268.132,cellular,true,true,false,true,,,,,,4g,
