time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1751119141284000000,1.009,0.7200000286102295,unplugged,false
1751119142285000000,2.01,0.7200000286102295,unplugged,false
1751119143287000000,3.012,0.7200000286102295,unplugged,false
1751119144287000000,4.012,0.7200000286102295,unplugged,false
1751119145354000000,5.078999755859375,0.7200000286102295,unplugged,false
1751119146322000000,6.046999755859375,0.7200000286102295,unplugged,false
1751119147322000000,7.046999755859375,0.7200000286102295,unplugged,false
1751119148324000000,8.049,0.7200000286102295,unplugged,false
1751119149324000000,9.049,0.7200000286102295,unplugged,false
1751119150329000000,10.054,0.7200000286102295,unplugged,false
1751119151329000000,11.054,0.7200000286102295,unplugged,false
1751119152333000000,12.058,0.7200000286102295,unplugged,false
1751119153329000000,13.054,0.7200000286102295,unplugged,false
1751119154334000000,14.059000244140625,0.7200000286102295,unplugged,false
1751119155333000000,15.058,0.7200000286102295,unplugged,false
1751119156332000000,16.057,0.7200000286102295,unplugged,false
1751119157338000000,17.062999755859376,0.7200000286102295,unplugged,false
1751119158334000000,18.059000244140623,0.7200000286102295,unplugged,false
1751119159339000000,19.064,0.7200000286102295,unplugged,false
1751119160336000000,20.061,0.7200000286102295,unplugged,false
1751119161338000000,21.062999755859376,0.7200000286102295,unplugged,false
1751119162337000000,22.062,0.7200000286102295,unplugged,false
1751119163338000000,23.062999755859376,0.7200000286102295,unplugged,false
1751119164338000000,24.062999755859376,0.7200000286102295,unplugged,false
1751119165343000000,25.068,0.7200000286102295,unplugged,false
1751119166340000000,26.065,0.7200000286102295,unplugged,false
1751119167339000000,27.064,0.7200000286102295,unplugged,false
1751119168344000000,28.069,0.7200000286102295,unplugged,false
1751119169343000000,29.068,0.7200000286102295,unplugged,false
1751119170341000000,30.066,0.7200000286102295,unplugged,false
1751119171343000000,31.068,0.7200000286102295,unplugged,false
1751119172341000000,32.066,0.7200000286102295,unplugged,false
1751119173370000000,33.09499975585938,0.7200000286102295,unplugged,false
1751119174343000000,34.068,0.7200000286102295,unplugged,false
1751119175344000000,35.069,0.7200000286102295,unplugged,false
1751119176349000000,36.074,0.7200000286102295,unplugged,false
1751119177348000000,37.073,0.7200000286102295,unplugged,false
1751119178355000000,38.08,0.7200000286102295,unplugged,false
1751119179348000000,39.073,0.7200000286102295,unplugged,false
1751119180350000000,40.075000244140625,0.7200000286102295,unplugged,false
1751119181353000000,41.078,0.7200000286102295,unplugged,false
1751119182351000000,42.076,0.7200000286102295,unplugged,false
1751119183351000000,43.076,0.7200000286102295,unplugged,false
1751119184353000000,44.078,0.7200000286102295,unplugged,false
1751119185353000000,45.078,0.7200000286102295,unplugged,false
1751119186354000000,46.07899975585938,0.7200000286102295,unplugged,false
1751119187355000000,47.08,0.7200000286102295,unplugged,false
1751119188356000000,48.081,0.7200000286102295,unplugged,false
1751119189358000000,49.08300024414063,0.7200000286102295,unplugged,false
1751119190357000000,50.082,0.7200000286102295,unplugged,false
1751119191362000000,51.086999755859374,0.7200000286102295,unplugged,false
1751119192360000000,52.085,0.7200000286102295,unplugged,false
