time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1751119140844000000,0.569,45,1.5,5.1422834396362305,48.900001525878906,0.11166878789663315,230.66851806640625,577.7999877929688,73.7192829,19.9874449
1751119146418000000,6.142999755859375,45,1.5,5.182318210601807,34.400001525878906,0.24601837992668152,52.324317932128906,577.7999877929688,73.7192949,19.9874535
1751119154251352300,13.976352294921876,0,0.08626475930213928,4.622499942779541,52.44599914550781,0.057654108852148056,0,577.7999877929688,73.7192972,19.9874496
1751119159383048700,19.108048583984374,0,0.08744950592517853,10.400625228881836,57.39500045776367,0.061429642140865326,0,577.7999877929688,73.7192968,19.9874362
1751119161557000000,21.282,0,1.5,5.461039066314697,48.900001525878906,0.06145442649722099,0,577.7999877929688,73.7192912,19.9874414
1751119166574000000,26.299000244140625,45,1.5,4.680281162261963,39.599998474121094,0.16284026205539703,349.4421691894531,577.7999877929688,73.7192897,19.9874491
1751119171507000000,31.232,0,1.5,7.545037746429443,51.849998474121094,0.07849647104740143,0,577.7999877929688,73.719286,19.9874461
1751119176586000000,36.31099975585938,45,1.5,6.23388147354126,42.5,0.15036530792713165,49.83431625366211,577.7999877929688,73.7192943,19.9874523
1751119182867816400,42.59281640625,45,1.5,6.296699523925781,43.11899948120117,0.4450874626636505,183.73500061035156,577.7999877929688,73.7192915,19.9874234
1751119183867532300,43.5925322265625,45,1.4905033111572266,13.615935325622559,41.43899917602539,5.095427989959717,187.08480834960938,577.7999877929688,73.7192748,19.9873004
1751119184867861000,44.592861083984374,45,1.207849383354187,13.625938415527344,37.887001037597656,5.490367412567139,186.41432189941406,577.7999877929688,73.7192691,19.9872463
1751119185868394800,45.59339477539063,45,1.2175384759902954,13.635943412780762,35.6619987487793,4.291928768157959,183.8760528564453,577.7999877929688,73.7192704,19.9872219
1751119186867854000,46.59285400390625,45,1.2781627178192139,13.6459379196167,33.91600036621094,2.69204044342041,180.47344970703125,577.7999877929688,73.7192739,19.9872182
1751119187867518000,47.59251806640625,45,1.140175461769104,13.655935287475586,31.97599983215332,2.3575878143310547,177.268798828125,577.7999877929688,73.7192769,19.9872014
1751119188868313000,48.59331298828125,45,1.2103718519210815,13.665943145751953,26.229999542236328,1.1521648168563843,170.7714080810547,577.7999877929688,73.7192796,19.987206
1751119189868095500,49.59309545898437,45,1.2757742404937744,8.296207427978516,24.562000274658203,0.7194688320159912,171.14059448242188,577.7999877929688,73.7192797,19.9872046
