time,seconds_elapsed,temperature
1751119497616000000,357.341,33
1751119498612000000,358.337,33
1751119499615000000,359.34,33
1751119500611000000,360.336,33
1751119501610000000,361.33499975585937,33
1751119502611000000,362.336,33
1751119503613000000,363.338,33
1751119504616000000,364.341,33
1751119505613000000,365.338,33
1751119506616000000,366.341,33
1751119507617000000,367.342,33
1751119508618000000,368.34299975585935,33
1751119509616000000,369.341,33
1751119510618000000,370.34299975585935,33
1751119511618000000,371.34299975585935,33
1751119512622000000,372.34700024414065,33
1751119513618000000,373.34299975585935,33
1751119514624000000,374.349,33
1751119515620000000,375.345,33
1751119516620000000,376.345,33
1751119517618000000,377.34299975585935,33
1751119518625000000,378.35,33
1751119519620000000,379.345,33
1751119520623000000,380.348,33
1751119521624000000,381.349,33
1751119522620000000,382.345,33
1751119523623000000,383.348,33
1751119524629000000,384.354,33
1751119525623000000,385.348,33
1751119526628000000,386.353,33
1751119527633000000,387.358,33
1751119528630000000,388.3550002441406,33
1751119529626000000,389.3509997558594,33
1751119530631000000,390.356,33
1751119531627000000,391.352,33
1751119532627000000,392.352,33
1751119533633000000,393.358,33
1751119534630000000,394.3550002441406,33
1751119535711000000,395.436,33
1751119536645000000,396.37,33
1751119537633000000,397.358,33
1751119538635000000,398.36,33
1751119539638000000,399.3630002441406,33
