time,seconds_elapsed,z,y,x
1748143381571679200,0.06267919921875,6.835097789764404,3.490530014038086,2.121237277984619
1748143381589947600,0.08094775390625,7.424928665161133,4.403990268707275,0.02153540402650833
1748143381608212000,0.0992119140625,7.788039684295654,3.7088751792907715,1.2346965074539185
1748143381626476500,0.1174765625,9.005986213684082,3.2721848487854004,3.9768712520599365
1748143381644740900,0.135740966796875,8.14636516571045,2.9389843940734863,4.380061626434326
1748143381663005700,0.154005615234375,6.881757736206055,3.5054850578308105,3.652045488357544
1748143381681269800,0.172269775390625,7.537391185760498,3.995415687561035,1.689931035041809
1748143381699534600,0.19053466796875,10.268199920654297,1.4841482639312744,1.929213285446167
1748143381717798400,0.20879833984375,13.00798225402832,0.9954141974449158,0.6454638838768005
1748143381736063000,0.22706298828125,12.2739839553833,1.4165509939193726,0.40378883481025696
1748143381754323000,0.245322998046875,9.415159225463867,-0.9678967595100403,2.5495524406433105
1748143381772590600,0.263590576171875,6.6729841232299805,-4.95912504196167,2.3539392948150635
1748143381790857700,0.281857666015625,7.076174736022949,1.5667005777359009,4.251447677612305
1748143381809125400,0.30012548828125,5.36351203918457,8.776275634765625,4.681557655334473
1748143381827385900,0.3183857421875,9.099306106567383,7.413562774658203,2.2749760150909424
1748143381845650000,0.33664990234375,10.816156387329102,4.787439823150635,1.9854445457458496
1748143381863914500,0.35491455078125,8.400003433227539,0.5515456199645996,0.841675341129303
1748143381882186800,0.373186767578125,7.559525012969971,0.4989035129547119,0.7525427341461182
1748143381900440600,0.391440673828125,6.4947190284729,2.674577474594116,1.0929217338562012
1748143381918707700,0.409707763671875,5.0949177742004395,2.1930220127105713,3.2853455543518066
1748143381936972300,0.42797216796875,5.015356063842773,3.9176487922668457,2.967698335647583
1748143381955236900,0.44623681640625,4.476373195648193,2.6662025451660156,3.321237802505493
1748143381973500700,0.464500732421875,5.1774702072143555,2.819941520690918,2.9419753551483154
1748143381991765500,0.482765625,5.255835056304932,2.586043119430542,2.200200319290161
1748143382010030000,0.501030029296875,6.09033203125,1.9884356260299683,2.6662025451660156
1748143382028293400,0.51929345703125,6.414559364318848,1.3651052713394165,3.5395829677581787
1748143382046559500,0.5375595703125,5.78644323348999,-0.3038884699344635,3.0173492431640625
1748143382064824300,0.55582421875,5.861817359924316,1.4997016191482544,1.6761722564697266
1748143382083088000,0.574087890625,8.960522651672363,1.7617156505584717,3.3242287635803223
1748143382101347800,0.592347900390625,6.3152570724487305,1.828116536140442,6.883552551269531
1748143382119615700,0.61061572265625,7.705487251281738,0.7573283910751343,6.984649181365967
1748143382137882600,0.628882568359375,7.516454219818115,-0.38703906536102295,5.950351715087891
1748143382156140500,0.647140625,5.351547718048096,-1.4793626070022583,4.771886348724365
1748143382174410000,0.665409912109375,4.706682205200195,-1.4757733345031738,6.538387775421143
1748143382192674600,0.683674560546875,5.169095039367676,-1.064207911491394,7.470392227172852
1748143382210939000,0.70193896484375,5.02432918548584,-2.6021945476531982,7.372884750366211
1748143382229203700,0.72020361328125,6.410970211029053,-3.672982692718506,7.913662910461426
1748143382247468000,0.738468017578125,7.187440872192383,-4.350749969482422,8.446663856506348
1748143382265745000,0.756744873046875,5.295316696166992,-4.503890514373779,7.929215908050537
1748143382283997200,0.7749970703125,4.01037073135376,-4.673182487487793,8.075178146362305
1748143382302261500,0.793261474609375,3.482753276824951,-4.755734920501709,9.004191398620605
1748143382320525800,0.81152587890625,3.5341989994049072,-4.631906509399414,10.233504295349121
1748143382338790400,0.829790283203125,3.4002010822296143,-4.636094093322754,10.156933784484863
1748143382357054500,0.848054443359375,3.1998021602630615,-5.147559642791748,10.950753211975098
1748143382375319000,0.866319091796875,3.910470485687256,-5.639284610748291,13.201202392578125
1748143382393582300,0.884582275390625,3.1507492065429688,-8.876175880432129,12.52881908416748
1748143382411837200,0.902837158203125,4.636094093322754,-7.993224143981934,15.128621101379395
1748143382430113300,0.92111328125,4.4751763343811035,-8.929415702819824,13.472787857055664
1748143382448376600,0.93937646484375,1.0534402132034302,-10.293923377990723,16.01276969909668
1748143382466641700,0.9576416015625,-0.35114672780036926,-7.899305820465088,13.661820411682129
1748143382484906000,0.975906005859375,-2.2271196842193604,-8.420941352844238,16.395620346069336
1748143382503166200,0.994166259765625,-4.211966037750244,-6.544968128204346,15.738192558288574
1748143382521422800,1.0124228515625,-5.96590518951416,-5.3353962898254395,15.011971473693848
1748143382539699500,1.030699462890625,-5.319244861602783,-4.3447675704956055,16.202999114990234
1748143382557966800,1.048966796875,-5.018347263336182,-4.9878387451171875,15.469598770141602
1748143382576228400,1.067228271484375,-4.900500774383545,-5.773880958557129,12.297313690185547
1748143382594493000,1.085492919921875,-5.286343574523926,-6.410371780395508,8.160123825073242
1748143382612752000,1.103751953125,-3.9194436073303223,-7.038487911224365,9.701101303100586
1748143382631020500,1.1220205078125,1.6259230375289917,-5.31685209274292,9.973284721374512
1748143382649287200,1.140287109375,0.13160525262355804,-4.516452789306641,8.753543853759766
1748143382667551700,1.1585517578125,-1.4057832956314087,-4.005585193634033,9.637691497802734
1748143382685813200,1.176813232421875,-0.16091732680797577,-2.0620148181915283,13.569099426269531
1748143382704077600,1.19507763671875,0.025722842663526535,-0.8291130661964417,10.141380310058594
1748143382722347000,1.213346923828125,-0.1704886108636856,-3.8596229553222656,9.080163955688477
1748143382740603000,1.231602783203125,2.8384859561920166,-4.430909156799316,6.791429042816162
1748143382758873600,1.24987353515625,4.211368083953857,-3.287140130996704,7.761120319366455
1748143382777132300,1.26813232421875,1.2418749332427979,-2.92283296585083,5.443671703338623
1748143382795401700,1.286401611328125,0.46002015471458435,-3.3517463207244873,4.665405750274658
1748143382813666000,1.304666015625,2.132004976272583,-3.6670007705688477,7.511668682098389
1748143382831931000,1.322930908203125,0.882951557636261,-4.549354076385498,7.680362701416016
1748143382850202600,1.34120263671875,-1.2239288091659546,-5.471189022064209,6.445067882537842
1748143382868455200,1.359455078125,-2.5698914527893066,-4.137190341949463,10.228120803833008
1748143382886721300,1.37772119140625,-0.26560330390930176,-4.044468402862549,9.319445610046387
1748143382904991700,1.39599169921875,2.4975085258483887,-2.3988046646118164,10.286744117736816
1748143382923252700,1.414252685546875,0.24406790733337402,-2.1918256282806396,13.510475158691406
1748143382941517300,1.432517333984375,-1.6707884073257446,-1.1437692642211914,11.842079162597656
1748143382959782000,1.450781982421875,-4.52781867980957,-1.832902193069458,11.933605194091797
1748143382978046200,1.469046142578125,-3.716651678085327,-2.7834508419036865,9.467203140258789
1748143382996309200,1.487309326171875,-1.709073543548584,-2.5226333141326904,8.167302131652832
1748143383014574000,1.505573974609375,0.5383850932121277,-1.7198412418365479,10.25324535369873
1748143383032835600,1.523835693359375,-0.8422735929489136,-0.8859425783157349,12.390633583068848
1748143383051105000,1.54210498046875,-2.644667148590088,1.430907964706421,11.422139167785645
1748143383069366000,1.560365966796875,-4.2556352615356445,0.763310432434082,9.903892517089844
1748143383096764700,1.5877646484375,-6.296114444732666,0.035892341285943985,8.334200859069824
1748143383115019300,1.606019287109375,-4.877170562744141,-0.48035913705825806,5.8719868659973145
1748143383133278700,1.62427880859375,-4.94775915145874,-2.066800594329834,4.922634601593018
1748143383151548700,1.642548583984375,-5.796612739562988,-3.6161532402038574,5.749952793121338
1748143383169820200,1.660820068359375,-8.743971824645996,-4.588835716247559,8.37129020690918
1748143383188088000,1.679088134765625,-8.069195747375488,-5.298905849456787,10.343574523925781
1748143383206352600,1.6973525390625,-3.7674992084503174,-3.339782238006592,7.323832035064697
1748143383224617200,1.7156171875,-2.7433712482452393,-1.4985052347183228,3.594019651412964
1748143383242886400,1.733886474609375,-3.775275945663452,-1.8837496042251587,2.060220241546631
1748143383279410400,1.770410400390625,-6.994818687438965,-1.7258232831954956,2.9856443405151367
1748143383297674500,1.788674560546875,-7.472784996032715,-1.0630114078521729,3.5808591842651367
1748143383315938800,1.806938720703125,-6.705885410308838,-0.3158525824546814,3.503690481185913
1748143383334204400,1.825204345703125,-6.147161483764648,-0.08614161610603333,3.297309637069702
1748143383352468200,1.84346826171875,-6.879364967346191,-0.5575276613235474,3.3074791431427
1748143383370732500,1.861732666015625,-7.603792190551758,-0.5724828243255615,3.8021950721740723
1748143383388997600,1.87999755859375,-9.634101867675781,-0.5485545992851257,5.117051124572754
1748143383407261400,1.898261474609375,-11.398808479309082,-0.4013960063457489,7.325626373291016
