time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1749987789805928400,0.128928466796875,-0.9460489749908447,-0.042389001697301865,-0.005545000080019236,0.3211880028247833,-0.03784167394042015,-0.07671739906072617,2.4855501651763916
1749987789815942100,0.138942138671875,-0.9470890164375305,-0.043017998337745667,-0.0038189999759197235,0.31804999709129333,-0.03471320867538452,-0.07913704961538315,2.492246150970459
1749987789825956000,0.1489560546875,-0.9480599761009216,-0.04391000047326088,-0.0018260000506415963,0.3150399923324585,-0.031239675357937813,-0.08220063894987106,2.4986674785614014
1749987789835969800,0.1589697265625,-0.9489529728889465,-0.04545700177550316,0.0008089999901130795,0.3121219873428345,-0.026945749297738075,-0.0868874117732048,2.5048882961273193
1749987789845983500,0.1689833984375,-0.949720025062561,-0.04772200062870979,0.003944000229239464,0.3094170093536377,-0.022138530388474464,-0.09322072565555573,2.510652780532837
1749987789855997400,0.17899755859375,-0.9503989815711975,-0.0501290000975132,0.006699000019580126,0.3068920075893402,-0.018125683069229126,-0.09956124424934387,2.5160105228424072
1749987789866011100,0.18901123046875,-0.9510409832000732,-0.05253000184893608,0.008826999925076962,0.3044379949569702,-0.015280107967555523,-0.1054864451289177,2.52117919921875
1749987789886038800,0.209038818359375,-0.9522799849510193,-0.056644998490810394,0.011447000317275524,0.2997030019760132,-0.012232959270477295,-0.11499850451946259,2.5310728549957275
1749987789896052700,0.219052734375,-0.9528499841690063,-0.05863799899816513,0.01159099955111742,0.2974950075149536,-0.012891463935375214,-0.11892307549715042,2.5355725288391113
1749987789906066400,0.22906640625,-0.9533630013465881,-0.06055999919772148,0.011068000458180904,0.2954779863357544,-0.014795728959143162,-0.12231680005788803,2.539597749710083
1749987789916080400,0.239080322265625,-0.9538159966468811,-0.06233400106430054,0.010273999534547329,0.29367101192474365,-0.017147576436400414,-0.12527208030223846,2.543156147003174
1749987789926094000,0.249093994140625,-0.9541929960250854,-0.06412500143051147,0.009569000452756882,0.29207998514175415,-0.019358260557055473,-0.12831690907478333,2.546257734298706
1749987789936108000,0.25910791015625,-0.9544829726219177,-0.06603000313043594,0.009026000276207924,0.29072099924087524,-0.02134871482849121,-0.1316773146390915,2.548868417739868
1749987789946121700,0.269121826171875,-0.9546909928321838,-0.06804399937391281,0.008573999628424644,0.28958699107170105,-0.023252861574292183,-0.13530026376247406,2.550997495651245
1749987789956135400,0.279135498046875,-0.9548239707946777,-0.07006499916315079,0.00808900035917759,0.28867998719215393,-0.025251496583223343,-0.13891610503196716,2.5526340007781982
1749987789966149400,0.2891494140625,-0.9549149870872498,-0.07191900163888931,0.007379999849945307,0.28793999552726746,-0.027603792026638985,-0.14208060503005981,2.5538992881774902
1749987789976163000,0.2991630859375,-0.9550060033798218,-0.07363700121641159,0.00609700009226799,0.28723201155662537,-0.03098498284816742,-0.14465400576591492,2.555030345916748
1749987789986177000,0.309177001953125,-0.9551230072975159,-0.07532799988985062,0.003963999915868044,0.28644201159477234,-0.035976048558950424,-0.1466914564371109,2.5562169551849365
1749987789996190700,0.319190673828125,-0.9552630186080933,-0.07712099701166153,0.0010639999527484179,0.2855199873447418,-0.042486581951379776,-0.14849437773227692,2.557551622390747
1749987790006204700,0.32920458984375,-0.9553859829902649,-0.079134002327919,-0.0024319998919963837,0.2845500111579895,-0.050270501524209976,-0.15038922429084778,2.5588603019714355
1749987790016218400,0.33921826171875,-0.9554569721221924,-0.08147300034761429,-0.006560999900102615,0.2835850119590759,-0.05947192385792732,-0.15255777537822723,2.5599985122680664
1749987790026232000,0.349232177734375,-0.9556319713592529,-0.08234100043773651,-0.00941300019621849,0.2826629877090454,-0.06534602493047714,-0.15264607965946198,2.561420202255249
1749987790036246000,0.35924609375,-0.9558089971542358,-0.08249399811029434,-0.01191100012511015,0.28192201256752014,-0.07014396041631699,-0.15156063437461853,2.562617063522339
