time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1751121037785101800,0.297101806640625,0.10284796357154846,0.12471523880958557,0.16256974637508392,0.9733651876449585,0.2246776968240738,-0.34918585419654846,-0.1707504540681839
1751121037795046100,0.307046142578125,0.13352835178375244,0.08676032721996307,0.14339551329612732,0.9767705202102661,0.13811923563480377,-0.30815279483795166,-0.2502392828464508
1751121037804990200,0.316990234375,0.1953754425048828,0.027774754911661148,0.10953021049499512,0.9741971492767334,0.011613201349973679,-0.2261846959590912,-0.3945300877094269
1751121037814934300,0.326934326171875,0.19492152333259583,0.0279616117477417,0.10937140882015228,0.9743001461029053,0.012157611548900604,-0.22593921422958374,-0.39353281259536743
1751121037824878600,0.336878662109375,0.194990336894989,0.028392281383275986,0.10922753065824509,0.9742898941040039,0.013059957884252071,-0.22582551836967468,-0.3935709297657013
1751121037834822700,0.34682275390625,0.19545617699623108,0.02862110733985901,0.10924175381660461,0.974187970161438,0.013401764445006847,-0.22595003247261047,-0.3944908380508423
1751121037844767000,0.35676708984375,0.19569826126098633,0.027951933443546295,0.1096121221780777,0.9741164445877075,0.011858003214001656,-0.22641988098621368,-0.395168662071228
1751121037874599400,0.386599365234375,0.1995667815208435,0.01835370808839798,0.11381624639034271,0.9730139970779419,-0.009975914843380451,-0.2308603972196579,-0.4056982696056366
1751121037884543500,0.39654345703125,0.20096883177757263,0.012181658297777176,0.11607558280229568,0.9725014567375183,-0.023600492626428604,-0.23275962471961975,-0.41023188829421997
1751121037894487800,0.40648779296875,0.2013416290283203,0.004397984594106674,0.11844977736473083,0.9722561836242676,-0.040255818516016006,-0.23423407971858978,-0.4130858778953552
1751121037914376200,0.426376220703125,0.19694221019744873,-0.014451704919338226,0.12231328338384628,0.9726270437240601,-0.07851474732160568,-0.23437808454036713,-0.4087994396686554
1751121037924320500,0.436320556640625,0.19130563735961914,-0.023830857127904892,0.12313443422317505,0.9734727144241333,-0.096249058842659,-0.23271282017230988,-0.3993418514728546
1751121037934264800,0.446264892578125,0.18479010462760925,-0.03175226226449013,0.12265249341726303,0.9745706915855408,-0.11032608896493912,-0.22933711111545563,-0.38748928904533386
1751121037954153200,0.4661533203125,0.1710759997367859,-0.04010813683271408,0.11643069982528687,0.977529764175415,-0.12135027348995209,-0.21557164192199707,-0.3596532344818115
1751121037964097300,0.47609716796875,0.16491103172302246,-0.04034547135233879,0.11103950440883636,0.9792060852050781,-0.11840063333511353,-0.20559972524642944,-0.34592270851135254
1751121037974041600,0.48604150390625,0.16151991486549377,-0.03862345963716507,0.10507635772228241,0.9804195165634155,-0.11202706396579742,-0.19479039311408997,-0.3374657928943634
1751121037983985700,0.495985595703125,0.16136589646339417,-0.03582713007926941,0.09929054975509644,0.9811098575592041,-0.10429775714874268,-0.18430905044078827,-0.3355977535247803
1751121037993929700,0.5059296875,0.1612136960029602,-0.033224571496248245,0.09412957727909088,0.9817142486572266,-0.09722014516592026,-0.17499598860740662,-0.3339732885360718
1751121038003874000,0.5158740234375,0.1607663929462433,-0.03136730194091797,0.0900738313794136,0.982234001159668,-0.09199992567300797,-0.16764572262763977,-0.33212053775787354
1751121038013818000,0.525818115234375,0.159944087266922,-0.030825693160295486,0.08738575875759125,0.9826501607894897,-0.08983990550041199,-0.16259396076202393,-0.32995879650115967
1751121038053595000,0.565594970703125,0.1513483226299286,-0.05536738410592079,0.09150341153144836,0.9826439023017883,-0.1388082504272461,-0.16380253434181213,-0.31703415513038635
1751121038123204000,0.6352041015625,0.08957943320274353,-0.18227596580982208,0.13548016548156738,0.9697397351264954,-0.39868873357772827,-0.23218519985675812,-0.23133744299411774
1751121038133148200,0.645148193359375,0.07849490642547607,-0.19887354969978333,0.14337372779846191,0.9662977457046509,-0.4331524670124054,-0.2484092116355896,-0.21703504025936127
1751121038143092200,0.65509228515625,0.06713318824768066,-0.21444331109523773,0.15191328525543213,0.9625120162963867,-0.4657514691352844,-0.26679810881614685,-0.20290564000606537
