time,seconds_elapsed,temperature
1751121038507000000,1.019,30.7
1751121039497000000,2.009,30.8
1751121040496000000,3.008,30.8
1751121041499000000,4.011,30.8
1751121042522000000,5.033999755859375,30.8
1751121043522000000,6.033999755859375,30.8
1751121044522000000,7.033999755859375,30.8
1751121045526000000,8.038000244140624,30.8
1751121046524000000,9.036,30.8
1751121047526000000,10.038000244140624,30.8
1751121048536000000,11.048,30.8
1751121049526000000,12.038000244140624,30.8
1751121050526000000,13.038000244140624,30.8
1751121051528000000,14.04,30.8
1751121052531000000,15.043,30.9
1751121053534000000,16.046000244140625,30.9
1751121054530000000,17.041999755859376,30.9
1751121055531000000,18.043,30.9
1751121056534000000,19.046000244140625,30.9
1751121057534000000,20.046000244140625,30.9
1751121058536000000,21.048,30.9
1751121059534000000,22.046000244140625,30.9
1751121060536000000,23.048,30.9
1751121061538000000,24.049999755859375,30.9
1751121062538000000,25.049999755859375,30.9
1751121063538000000,26.049999755859375,30.9
1751121064539000000,27.051,30.9
1751121065536000000,28.048,30.9
1751121066538000000,29.049999755859375,30.9
1751121067537000000,30.049,30.9
1751121068537000000,31.049,30.9
1751121069538000000,32.049999755859375,30.9
1751121070539000000,33.051,30.9
1751121071546000000,34.05799975585938,30.9
1751121072540000000,35.052,31
1751121073542000000,36.054000244140624,31
1751121074543000000,37.055,31
1751121075543000000,38.055,31
1751121076544000000,39.056,31
1751121077545000000,40.057,31
1751121078546000000,41.05799975585938,31
1751121079545000000,42.057,31
1751121080545000000,43.057,31
1751121081545000000,44.057,31
1751121082552000000,45.064,31
1751121083547000000,46.059,31
1751121084554000000,47.06599975585937,31
1751121085549000000,48.061,31
1751121086549000000,49.061,31
1751121087551000000,50.063,31
1751121088550000000,51.06200024414063,31
1751121089550000000,52.06200024414063,31
1751121090554000000,53.06599975585937,31
1751121091553000000,54.065,31
1751121092557000000,55.069,31
1751121093554000000,56.06599975585937,31.1
1751121094556000000,57.068,31.1
1751121095557000000,58.069,31.1
1751121096556000000,59.068,31.1
1751121097557000000,60.069,31.1
1751121098559000000,61.071,31.1
1751121099558000000,62.07000024414062,31.1
1751121100560000000,63.072,31.1
1751121101559000000,64.071,31.1
1751121102559000000,65.071,31.1
1751121103562000000,66.07399975585938,31.1
1751121104561000000,67.073,31.1
1751121105561000000,68.073,31.1
1751121106561000000,69.073,31.1
1751121107562000000,70.07399975585938,31.1
1751121108563000000,71.075,31.1
1751121109566000000,72.07800024414063,31.1
1751121110568000000,73.08,31.1
1751121111566000000,74.07800024414063,31.1
1751121112564000000,75.076,31.1
1751121113567000000,76.079,31.1
1751121114565000000,77.077,31.1
1751121115570000000,78.08199975585937,31.1
1751121116567000000,79.079,31.1
1751121117570000000,80.08199975585937,31.1
1751121118568000000,81.08,31.1
1751121119569000000,82.081,31.1
1751121120572000000,83.084,31.1
1751121121571000000,84.083,31.1
1751121122571000000,85.083,31.1
1751121123571000000,86.083,31.1
1751121124574000000,87.08600024414062,31.1
1751121125572000000,88.084,31.1
1751121126576000000,89.088,31.1
1751121127575000000,90.087,31.1
1751121128574000000,91.08600024414062,31.1
1751121129575000000,92.087,31.1
1751121130576000000,93.088,31.1
1751121131576000000,94.088,31.1
1751121132576000000,95.088,31.1
1751121133576000000,96.088,31.1
1751121134579000000,97.091,31.1
1751121135587000000,98.099,31.1
1751121136583000000,99.095,31.1
1751121137584000000,100.096,31.1
1751121138586000000,101.09799975585938,31.1
1751121139589000000,102.101,31.1
1751121140586000000,103.09799975585938,31.1
1751121141597000000,104.109,31.1
1751121142592000000,105.104,31.1
1751121143591000000,106.103,31.1
1751121144590000000,107.10200024414063,31.1
1751121145595000000,108.107,31.1
1751121146591000000,109.103,31.1
1751121147590000000,110.10200024414063,31.1
1751121148592000000,111.104,31.1
1751121149595000000,112.107,31.1
1751121150601000000,113.113,31.1
1751121151595000000,114.107,31.1
1751121152596000000,115.108,31.1
1751121153602000000,116.11399975585938,31.1
1751121154599000000,117.111,31.1
1751121155596000000,118.108,31.1
1751121156596000000,119.108,31.1
1751121157597000000,120.109,31.1
1751121158602000000,121.11399975585938,31.1
1751121159599000000,122.111,31.1
1751121160607000000,123.119,31.1
1751121161604000000,124.116,31.1
1751121162604000000,125.116,31.1
1751121163604000000,126.116,31.1
1751121164605000000,127.117,31.2
1751121165606000000,128.11800024414063,31.2
1751121166607000000,129.119,31.2
1751121167607000000,130.119,31.2
1751121168613000000,131.125,31.2
1751121169608000000,132.12,31.2
1751121170609000000,133.121,31.2
1751121171609000000,134.121,31.2
1751121172609000000,135.121,31.2
1751121173611000000,136.123,31.2
1751121174616000000,137.128,31.2
1751121175614000000,138.1260002441406,31.2
1751121176615000000,139.127,31.2
1751121177611000000,140.123,31.2
1751121178616000000,141.128,31.2
1751121179619000000,142.131,31.2
1751121180611000000,143.123,31.2
1751121181611000000,144.123,31.2
1751121182612000000,145.124,31.2
1751121183614000000,146.1260002441406,31.2
1751121184611000000,147.123,31.2
1751121185615000000,148.127,31.2
1751121186616000000,149.128,31.2
1751121187611000000,150.123,31.2
1751121188612000000,151.124,31.2
1751121189617000000,152.129,31.2
1751121190617000000,153.129,31.2
1751121191618000000,154.1299997558594,31.2
1751121192618000000,155.1299997558594,31.2
1751121193619000000,156.131,31.2
1751121194618000000,157.1299997558594,31.2
1751121195626000000,158.13799975585937,31.2
1751121196623000000,159.135,31.2
1751121197619000000,160.131,31.2
1751121198625000000,161.137,31.2
1751121199625000000,162.137,31.2
1751121200623000000,163.135,31.2
1751121201623000000,164.135,31.2
1751121202625000000,165.137,31.2
1751121203626000000,166.13799975585937,31.2
1751121204628000000,167.14,31.2
1751121205626000000,168.13799975585937,31.2
1751121206626000000,169.13799975585937,31.2
1751121207628000000,170.14,31.2
1751121208631000000,171.143,31.2
1751121209634000000,172.14599975585938,31.2
1751121210695000000,173.207,31.2
1751121211630000000,174.14200024414063,31.2
1751121212634000000,175.14599975585938,31.2
1751121213632000000,176.144,31.2
1751121214631000000,177.143,31.2
1751121215632000000,178.144,31.2
1751121216637000000,179.149,31.2
1751121217636000000,180.148,31.2
1751121218637000000,181.149,31.2
1751121219641000000,182.153,31.2
1751121220638000000,183.1500002441406,31.2
1751121221638000000,184.1500002441406,31.2
1751121222634000000,185.14599975585938,31.2
1751121223639000000,186.151,31.2
1751121224639000000,187.151,31.2
1751121225635000000,188.147,31.2
1751121226641000000,189.153,31.2
1751121227636000000,190.148,31.2
1751121228636000000,191.148,31.2
1751121229640000000,192.152,31.2
1751121230644000000,193.156,31.2
1751121231641000000,194.153,31.2
1751121232650000000,195.16199975585937,31.2
1751121233643000000,196.155,31.2
1751121234645000000,197.157,31.2
1751121235644000000,198.156,31.2
1751121236644000000,199.156,31.2
1751121237649000000,200.161,31.2
1751121238645000000,201.157,31.2
1751121239647000000,202.159,31.2
1751121240647000000,203.159,31.2
1751121241650000000,204.16199975585937,31.2
1751121242648000000,205.16,31.2
1751121243649000000,206.161,31.2
1751121244655000000,207.167,31.2
1751121245660000000,208.172,31.2
1751121246655000000,209.167,31.2
1751121247654000000,210.16600024414063,31.2
1751121248655000000,211.167,31.2
1751121249655000000,212.167,31.2
1751121250657000000,213.169,31.2
1751121251658000000,214.16999975585938,31.2
1751121252657000000,215.169,31.2
1751121253658000000,216.16999975585938,31.2
1751121254659000000,217.171,31.2
1751121255663000000,218.175,31.2
1751121256661000000,219.173,31.2
1751121257661000000,220.173,31.2
1751121258667000000,221.179,31.2
1751121259670000000,222.18200024414062,31.2
1751121260662000000,223.17400024414061,31.2
1751121261663000000,224.175,31.2
1751121262668000000,225.18,31.2
1751121263666000000,226.1779997558594,31.2
1751121264677000000,227.189,31.2
1751121265666000000,228.1779997558594,31.2
1751121266670000000,229.18200024414062,31.2
1751121267666000000,230.1779997558594,31.2
1751121268669000000,231.181,31.2
1751121269670000000,232.18200024414062,31.2
1751121270673000000,233.185,31.2
1751121271668000000,234.18,31.2
1751121272674000000,235.18599975585937,31.2
1751121273671000000,236.183,31.2
1751121274674000000,237.18599975585937,31.2
1751121275678000000,238.19000024414063,31.2
1751121276674000000,239.18599975585937,31.2
1751121277674000000,240.18599975585937,31.2
1751121278674000000,241.18599975585937,31.2
1751121279674000000,242.18599975585937,31.2
1751121280678000000,243.19000024414063,31.2
1751121281677000000,244.189,31.2
1751121282679000000,245.191,31.2
1751121283678000000,246.19000024414063,31.2
1751121284692000000,247.204,31.2
