time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1751121038503000000,1.015,0.699999988079071,unplugged,false
1751121039494000000,2.006000244140625,0.699999988079071,unplugged,false
1751121040494000000,3.006000244140625,0.699999988079071,unplugged,false
1751121041495000000,4.007,0.699999988079071,unplugged,false
1751121042497000000,5.009,0.699999988079071,unplugged,false
1751121043496000000,6.008,0.699999988079071,unplugged,false
1751121044497000000,7.009,0.699999988079071,unplugged,false
1751121045505000000,8.017,0.699999988079071,unplugged,false
1751121046497000000,9.009,0.699999988079071,unplugged,false
1751121047504000000,10.016,0.699999988079071,unplugged,false
1751121048498000000,11.009999755859376,0.699999988079071,unplugged,false
1751121049506000000,12.017999755859375,0.699999988079071,unplugged,false
1751121050498000000,13.009999755859376,0.699999988079071,unplugged,false
1751121051502000000,14.014000244140625,0.699999988079071,unplugged,false
1751121052502000000,15.014000244140625,0.699999988079071,unplugged,false
1751121053506000000,16.017999755859375,0.699999988079071,unplugged,false
1751121054501000000,17.013,0.699999988079071,unplugged,false
1751121055506000000,18.017999755859375,0.699999988079071,unplugged,false
1751121056504000000,19.016,0.699999988079071,unplugged,false
1751121057508000000,20.02,0.699999988079071,unplugged,false
1751121058508000000,21.02,0.699999988079071,unplugged,false
1751121059511000000,22.023,0.699999988079071,unplugged,false
1751121060507000000,23.019,0.699999988079071,unplugged,false
1751121061513000000,24.025,0.699999988079071,unplugged,false
1751121062508000000,25.02,0.699999988079071,unplugged,false
1751121063511000000,26.023,0.699999988079071,unplugged,false
1751121064511000000,27.023,0.699999988079071,unplugged,false
1751121065512000000,28.024,0.699999988079071,unplugged,false
1751121066510000000,29.022000244140624,0.699999988079071,unplugged,false
1751121067514000000,30.025999755859374,0.699999988079071,unplugged,false
1751121068514000000,31.025999755859374,0.699999988079071,unplugged,false
1751121069515000000,32.027,0.699999988079071,unplugged,false
1751121070514000000,33.025999755859374,0.699999988079071,unplugged,false
1751121071514000000,34.025999755859374,0.699999988079071,unplugged,false
1751121072516000000,35.028,0.699999988079071,unplugged,false
1751121073515000000,36.027,0.699999988079071,unplugged,false
1751121074515000000,37.027,0.699999988079071,unplugged,false
1751121075514000000,38.025999755859374,0.699999988079071,unplugged,false
1751121076514000000,39.025999755859374,0.699999988079071,unplugged,false
1751121077514000000,40.025999755859374,0.699999988079071,unplugged,false
1751121078514000000,41.025999755859374,0.699999988079071,unplugged,false
1751121079514000000,42.025999755859374,0.699999988079071,unplugged,false
1751121080515000000,43.027,0.699999988079071,unplugged,false
1751121081517000000,44.029,0.699999988079071,unplugged,false
1751121082516000000,45.028,0.699999988079071,unplugged,false
1751121083521000000,46.033,0.699999988079071,unplugged,false
1751121084519000000,47.031,0.699999988079071,unplugged,false
1751121085525000000,48.037,0.699999988079071,unplugged,false
1751121086523000000,49.035,0.699999988079071,unplugged,false
1751121087527000000,50.039,0.699999988079071,unplugged,false
1751121088524000000,51.036,0.699999988079071,unplugged,false
