version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,V2338,1748517865637,2025-05-29_11-24-25,Asia/Calcutta,android,1.43.2,9c4e7024-5e63-4093-b921-18d9005a6657,Accelerometer|Gravity|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10|10,false
