version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,SM-F415F,1747993626577,2025-05-23_09-47-06,Asia/Kolkata,android,1.43.2,a326cb67-0e48-4691-81e1-ce62d0a9d96a,Accelerometer|Gravity|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10|10,false
