time,seconds_elapsed,magneticBearing
1751119823835762700,0.2577626953125,233.65112653871145
1751119823873820400,0.2958203125,231.05023545569975
1751119823883765500,0.305765625,231.0055582515033
1751119823893710600,0.315710693359375,231.2378004230845
1751119823903655700,0.32565576171875,230.71059347300664
1751119823913600800,0.335600830078125,230.5402257687199
1751119823923545600,0.345545654296875,230.4809667947156
1751119823933490700,0.35549072265625,230.88801869923108
1751119823943435800,0.365435791015625,231.22344112085315
1751119823953380900,0.375380859375,230.8156267613178
1751119823963326000,0.385325927734375,230.36199542718504
1751119823973271000,0.39527099609375,229.82393743084504
1751119823983216000,0.405216064453125,229.53985316728378
1751119823993161000,0.415160888671875,229.22664575542626
1751119824003106000,0.42510595703125,229.47946049848267
1751119824013051100,0.435051025390625,229.94407429535505
1751119824022996200,0.444996337890625,230.27793445620622
1751119824032941300,0.45494140625,230.71059347300664
1751119824042886400,0.464886474609375,231.10609333305518
1751119824052831500,0.47483154296875,231.7288756468353
1751119824062776600,0.484776611328125,231.89531021432634
1751119824072721700,0.4947216796875,231.89531021432634
1751119824082666500,0.50466650390625,232.53368177120586
1751119824092611600,0.514611572265625,233.29714383453603
1751119824102556700,0.524556640625,233.60786160188576
1751119824112501800,0.534501708984375,234.1210257853021
1751119824122446800,0.54444677734375,234.20758229470488
1751119824132392000,0.554391845703125,234.462320859352
1751119824142337000,0.5643369140625,234.6012605217147
1751119824152281900,0.57428173828125,234.29097047443514
1751119824162227000,0.58422705078125,234.321651812147
1751119824172172000,0.594172119140625,234.26729300215274
1751119824182117000,0.6041171875,234.4084826568125
1751119824192062200,0.614062255859375,234.61315873118747
1751119824202007300,0.62400732421875,235.59152633880274
1751119824211952400,0.633952392578125,236.30993182236236
1751119824221897200,0.643897216796875,236.30993182236236
1751119824231842300,0.65384228515625,236.05196067537662
1751119824241787400,0.663787353515625,236.20655620276622
1751119824251732500,0.673732421875,236.18175225727515
1751119824261677600,0.683677490234375,236.36111212227462
1751119824271622700,0.69362255859375,236.7469037775167
1751119824281567700,0.703567626953125,237.05365707425244
1751119824291512600,0.7135126953125,237.35900054892738
1751119824301457700,0.723457763671875,238.00442731372
1751119824311402800,0.73340283203125,238.13189780197962
1751119824321347800,0.743347900390625,238.06255995828684
1751119824331293000,0.75329296875,237.92702857142936
1751119824341238000,0.763238037109375,237.59867950801691
