time,seconds_elapsed,temperature
1751119824585000000,1.007,33.2
1751119825586000000,2.007999755859375,33.2
1751119826589000000,3.011,33.2
1751119827588000000,4.01,33.2
1751119828590000000,5.012000244140625,33.2
1751119829600000000,6.022,33.2
1751119830600000000,7.022,33.2
1751119831600000000,8.022,33.2
1751119832601000000,9.023,33.2
1751119833601000000,10.023,33.2
1751119834602000000,11.023999755859375,33.2
1751119835607000000,12.029,33.2
1751119836605000000,13.027,33.2
1751119837600000000,14.022,33.2
1751119838604000000,15.026,33.1
1751119839608000000,16.03,33.1
1751119840607000000,17.029,33.1
1751119841608000000,18.03,33.1
1751119842605000000,19.027,33.1
1751119843611000000,20.033,33.1
1751119844610000000,21.031999755859374,33.1
1751119845610000000,22.031999755859374,33.1
1751119846607000000,23.029,33.1
1751119847609000000,24.031,33.1
1751119848613000000,25.035,33.1
1751119849613000000,26.035,33
1751119850616000000,27.038,33
1751119851618000000,28.039999755859377,33
1751119852614000000,29.036000244140624,33
1751119853616000000,30.038,33
1751119854613000000,31.035,33
1751119855617000000,32.039,33
1751119856675000000,33.097,33
1751119857619000000,34.041,33
1751119858621000000,35.043,33
1751119859619000000,36.041,32.9
1751119860627000000,37.049,32.9
1751119861620000000,38.042,32.9
1751119862626000000,39.04799975585937,32.9
1751119863621000000,40.043,32.9
1751119864627000000,41.049,32.9
1751119865624000000,42.046,32.9
1751119866624000000,43.046,32.9
1751119867623000000,44.045,32.9
1751119868636000000,45.058,32.9
1751119869635000000,46.057,32.9
1751119870638000000,47.060000244140625,32.9
1751119871639000000,48.061,32.9
1751119872636000000,49.058,32.9
1751119873638000000,50.060000244140625,32.9
1751119874641000000,51.063,32.9
1751119875643000000,52.065,32.9
1751119876641000000,53.063,32.9
1751119877642000000,54.06399975585938,32.9
1751119878641000000,55.063,32.9
1751119879646000000,56.06800024414063,32.9
1751119880642000000,57.06399975585938,32.9
1751119881643000000,58.065,32.9
1751119882649000000,59.071,32.9
1751119883643000000,60.065,32.9
1751119884648000000,61.07,32.9
1751119885647000000,62.069,32.9
1751119886654000000,63.07600024414062,32.9
1751119887648000000,64.07,32.9
1751119888648000000,65.07,32.9
1751119889646000000,66.06800024414062,32.9
1751119890649000000,67.071,32.9
1751119891655000000,68.077,32.9
1751119892654000000,69.07600024414063,32.9
1751119893649000000,70.071,32.9
1751119894658000000,71.07999975585938,32.9
1751119895653000000,72.075,32.9
1751119896653000000,73.075,32.9
1751119897654000000,74.07600024414063,32.9
1751119898654000000,75.07600024414063,32.9
1751119899654000000,76.07600024414063,32.9
1751119900657000000,77.079,32.9
1751119901657000000,78.079,32.9
1751119902660000000,79.082,32.9
1751119903658000000,80.07999975585938,32.9
1751119904658000000,81.07999975585938,32.9
1751119905658000000,82.07999975585938,32.9
1751119906668000000,83.09,32.9
1751119907673000000,84.095,32.9
1751119908664000000,85.086,32.9
1751119909660000000,86.082,32.9
1751119910660000000,87.082,32.9
1751119911663000000,88.085,32.9
1751119912663000000,89.085,32.9
1751119913665000000,90.087,32.9
1751119914668000000,91.09,32.9
1751119915667000000,92.089,32.9
1751119916663000000,93.085,32.9
1751119917666000000,94.08799975585937,32.9
1751119918667000000,95.089,32.9
1751119919666000000,96.08799975585937,32.9
1751119920665000000,97.087,32.9
1751119921666000000,98.08799975585937,32.9
1751119922665000000,99.087,32.9
1751119923669000000,100.091,32.9
1751119924671000000,101.093,32.9
1751119925673000000,102.095,32.9
1751119926673000000,103.095,32.9
1751119927668000000,104.09,32.9
1751119928679000000,105.101,32.9
1751119929677000000,106.099,32.9
1751119930674000000,107.09599975585938,32.9
1751119931681000000,108.103,32.9
1751119932678000000,109.10000024414063,32.9
1751119933677000000,110.099,32.9
1751119934677000000,111.099,32.9
1751119935681000000,112.103,32.9
1751119936682000000,113.10399975585938,32.9
1751119937682000000,114.10399975585938,32.9
1751119938680000000,115.102,32.9
1751119939681000000,116.103,32.9
1751119940683000000,117.105,32.9
1751119941686000000,118.10800024414063,32.8
1751119942684000000,119.106,32.8
1751119943683000000,120.105,32.8
1751119944683000000,121.105,32.8
1751119945706000000,122.12799975585938,32.8
1751119946692000000,123.114,32.8
1751119947873000000,124.295,32.9
1751119948811000000,125.233,32.9
1751119949806000000,126.22800024414063,32.9
1751119950801000000,127.223,32.9
