timestamp,timeIntervalSince1970,x,y,z
"2025-06-26 11:09:06.220 +0000",1750936146.219720,-0.098077,0.124677,-0.295692
"2025-06-26 11:09:06.230 +0000",1750936146.229789,0.039627,0.139833,-0.311485
"2025-06-26 11:09:06.240 +0000",1750936146.239857,0.161754,0.183817,-0.336187
"2025-06-26 11:09:06.250 +0000",1750936146.249928,0.176167,0.134799,-0.390254
"2025-06-26 11:09:06.260 +0000",1750936146.259996,0.053677,0.010900,-0.475733
"2025-06-26 11:09:06.270 +0000",1750936146.270065,-0.120145,-0.064020,-0.551213
"2025-06-26 11:09:06.280 +0000",1750936146.280135,-0.292315,-0.042073,-0.589267
"2025-06-26 11:09:06.290 +0000",1750936146.290204,-0.448489,0.022836,-0.598435
"2025-06-26 11:09:06.300 +0000",1750936146.300274,-0.583758,0.103984,-0.585582
"2025-06-26 11:09:06.310 +0000",1750936146.310343,-0.689838,0.193431,-0.497032
"2025-06-26 11:09:06.320 +0000",1750936146.320413,-0.804391,-0.139538,-0.374932
"2025-06-26 11:09:06.330 +0000",1750936146.330481,-0.768412,-0.697739,-0.249654
"2025-06-26 11:09:06.341 +0000",1750936146.340551,-0.600028,-1.128713,-0.044266
"2025-06-26 11:09:06.351 +0000",1750936146.350620,-0.354748,-1.296208,0.208798
"2025-06-26 11:09:06.361 +0000",1750936146.360689,-0.126261,-1.163153,0.311906
"2025-06-26 11:09:06.371 +0000",1750936146.370758,0.026817,-0.889942,0.284022
"2025-06-26 11:09:06.381 +0000",1750936146.380829,0.135605,-0.779117,0.226650
"2025-06-26 11:09:06.391 +0000",1750936146.390897,0.237119,-0.747490,0.150147
"2025-06-26 11:09:06.401 +0000",1750936146.400967,0.301120,-0.757019,0.091572
"2025-06-26 11:09:06.411 +0000",1750936146.411036,0.318711,-0.729757,0.049407
"2025-06-26 11:09:06.421 +0000",1750936146.421106,0.281965,-0.646366,0.003630
"2025-06-26 11:09:06.431 +0000",1750936146.431174,0.223123,-0.529591,-0.033605
"2025-06-26 11:09:06.441 +0000",1750936146.441243,0.174078,-0.442622,-0.086657
"2025-06-26 11:09:06.451 +0000",1750936146.451313,0.101094,-0.399001,-0.162804
"2025-06-26 11:09:06.461 +0000",1750936146.461383,0.066402,-0.557596,-0.188089
"2025-06-26 11:09:06.471 +0000",1750936146.471451,0.145493,-0.762242,-0.129825
"2025-06-26 11:09:06.482 +0000",1750936146.481521,0.277376,-0.929735,-0.056995
"2025-06-26 11:09:06.492 +0000",1750936146.491590,0.366719,-0.966583,0.008458
"2025-06-26 11:09:06.502 +0000",1750936146.501659,0.163432,-0.522302,0.035405
"2025-06-26 11:09:06.512 +0000",1750936146.511729,-0.203295,-0.098124,-0.001207
"2025-06-26 11:09:06.522 +0000",1750936146.521798,-0.334551,0.148501,0.034540
"2025-06-26 11:09:06.532 +0000",1750936146.531867,-0.367066,0.364181,0.106420
"2025-06-26 11:09:06.542 +0000",1750936146.541936,-0.371637,0.448296,0.098803
"2025-06-26 11:09:06.552 +0000",1750936146.552006,-0.298522,0.481028,0.032216
"2025-06-26 11:09:06.562 +0000",1750936146.562076,-0.166062,0.505608,-0.027121
"2025-06-26 11:09:06.572 +0000",1750936146.572144,-0.091330,0.601149,-0.060843
"2025-06-26 11:09:06.582 +0000",1750936146.582214,-0.083965,0.673045,-0.048140
"2025-06-26 11:09:06.592 +0000",1750936146.592283,-0.147496,0.765646,0.006729
"2025-06-26 11:09:06.602 +0000",1750936146.602352,-0.246087,0.828749,0.047360
"2025-06-26 11:09:06.612 +0000",1750936146.612421,-0.333360,0.855918,0.087205
"2025-06-26 11:09:06.622 +0000",1750936146.622491,-0.338309,0.761218,0.090184
"2025-06-26 11:09:06.633 +0000",1750936146.632559,-0.304187,0.841666,0.056501
"2025-06-26 11:09:06.643 +0000",1750936146.642630,-0.267010,1.032869,0.015058
"2025-06-26 11:09:06.653 +0000",1750936146.652699,-0.231016,1.302110,-0.011043
"2025-06-26 11:09:06.663 +0000",1750936146.662768,-0.210172,1.504033,-0.006801
"2025-06-26 11:09:06.673 +0000",1750936146.672837,-0.198914,1.581436,0.023981
"2025-06-26 11:09:06.683 +0000",1750936146.682907,-0.166203,1.450001,-0.002719
"2025-06-26 11:09:06.693 +0000",1750936146.692976,-0.083855,1.310577,0.004625
"2025-06-26 11:09:06.703 +0000",1750936146.703045,0.035276,1.228112,-0.024244
"2025-06-26 11:09:06.713 +0000",1750936146.713115,0.117726,1.340030,-0.062559
"2025-06-26 11:09:06.723 +0000",1750936146.723183,0.104245,1.617186,-0.071349
"2025-06-26 11:09:06.733 +0000",1750936146.733253,0.003196,1.930947,-0.061972
"2025-06-26 11:09:06.743 +0000",1750936146.743323,-0.152304,2.084176,-0.059257
"2025-06-26 11:09:06.753 +0000",1750936146.753392,-0.306894,2.025983,-0.049646
"2025-06-26 11:09:06.763 +0000",1750936146.763461,-0.403644,1.840896,-0.082813
"2025-06-26 11:09:06.774 +0000",1750936146.773531,-0.373079,1.640547,-0.194495
"2025-06-26 11:09:06.784 +0000",1750936146.783600,-0.191883,1.344409,-0.403919
"2025-06-26 11:09:06.794 +0000",1750936146.793669,0.029002,1.021676,-0.672424
"2025-06-26 11:09:06.804 +0000",1750936146.803739,0.244603,0.702068,-0.963242
"2025-06-26 11:09:06.814 +0000",1750936146.813807,0.468256,0.364056,-1.218840
"2025-06-26 11:09:06.824 +0000",1750936146.823877,0.713820,-0.037236,-1.480193
"2025-06-26 11:09:06.834 +0000",1750936146.833946,0.910356,-0.529864,-1.738548
"2025-06-26 11:09:06.844 +0000",1750936146.844016,0.942550,-0.946489,-1.905396
"2025-06-26 11:09:06.854 +0000",1750936146.854084,0.785006,-1.182447,-1.894396
"2025-06-26 11:09:06.864 +0000",1750936146.864154,0.419094,-1.288190,-1.702424
"2025-06-26 11:09:06.874 +0000",1750936146.874223,-0.089144,-1.350162,-1.406378
"2025-06-26 11:09:06.884 +0000",1750936146.884292,-0.571931,-1.187440,-1.057982
"2025-06-26 11:09:06.894 +0000",1750936146.894362,-0.869997,-0.941757,-0.771019
"2025-06-26 11:09:06.904 +0000",1750936146.904431,-0.901036,-0.831517,-0.607400
"2025-06-26 11:09:06.915 +0000",1750936146.914501,-0.666978,-0.777287,-0.516299
"2025-06-26 11:09:06.925 +0000",1750936146.924570,-0.243084,-0.699672,-0.220054
"2025-06-26 11:09:06.935 +0000",1750936146.934639,0.219507,-0.482729,0.419391
"2025-06-26 11:09:06.945 +0000",1750936146.944708,0.641210,-0.266370,0.935240
"2025-06-26 11:09:06.955 +0000",1750936146.954777,0.995182,0.020986,1.202168
"2025-06-26 11:09:06.965 +0000",1750936146.964846,1.204740,0.453371,1.021448
"2025-06-26 11:09:06.975 +0000",1750936146.974916,1.141883,0.804027,0.527404
"2025-06-26 11:09:06.985 +0000",1750936146.984985,0.787757,0.862908,-0.217098
"2025-06-26 11:09:06.995 +0000",1750936146.995055,0.360401,0.626623,-0.731998
"2025-06-26 11:09:07.005 +0000",1750936147.005125,-0.121965,0.210529,-0.972424
"2025-06-26 11:09:07.015 +0000",1750936147.015193,-0.628691,-0.194079,-0.958068
"2025-06-26 11:09:07.025 +0000",1750936147.025262,-1.050074,-0.400580,-0.729215
"2025-06-26 11:09:07.035 +0000",1750936147.035332,-1.261977,-0.266145,-0.365528
"2025-06-26 11:09:07.045 +0000",1750936147.045401,-1.166278,0.119252,-0.094094
"2025-06-26 11:09:07.055 +0000",1750936147.055471,-0.726726,0.433596,0.072694
"2025-06-26 11:09:07.066 +0000",1750936147.065541,-0.093185,0.559522,0.169513
"2025-06-26 11:09:07.076 +0000",1750936147.075610,0.548128,0.418335,0.289895
"2025-06-26 11:09:07.086 +0000",1750936147.085679,0.978441,0.004473,0.118558
"2025-06-26 11:09:07.096 +0000",1750936147.095747,1.226388,-0.510600,-0.124260
"2025-06-26 11:09:07.106 +0000",1750936147.105817,1.276125,-0.783955,-0.314020
"2025-06-26 11:09:07.116 +0000",1750936147.115887,1.144791,-0.910917,-0.449279
"2025-06-26 11:09:07.126 +0000",1750936147.125955,0.899020,-0.928243,-0.548789
"2025-06-26 11:09:07.136 +0000",1750936147.136025,0.626289,-0.828743,-0.643758
"2025-06-26 11:09:07.146 +0000",1750936147.146094,0.414453,-0.638897,-0.758104
"2025-06-26 11:09:07.156 +0000",1750936147.156163,0.314655,-0.450167,-0.813676
"2025-06-26 11:09:07.166 +0000",1750936147.166233,0.313654,-0.368065,-0.838471
"2025-06-26 11:09:07.176 +0000",1750936147.176302,0.367165,-0.474144,-0.812259
"2025-06-26 11:09:07.186 +0000",1750936147.186370,0.409400,-0.820499,-0.754180
"2025-06-26 11:09:07.196 +0000",1750936147.196442,0.357481,-0.830559,-0.663864
"2025-06-26 11:09:07.207 +0000",1750936147.206510,0.149730,-0.902358,-0.496766
"2025-06-26 11:09:07.217 +0000",1750936147.216578,-0.025526,-1.196125,-0.245069
"2025-06-26 11:09:07.227 +0000",1750936147.226648,-0.176356,-1.171282,0.102279
"2025-06-26 11:09:07.237 +0000",1750936147.236718,-0.282732,-0.960996,0.351750
"2025-06-26 11:09:07.247 +0000",1750936147.246787,-0.240759,-0.780554,0.471293
"2025-06-26 11:09:07.257 +0000",1750936147.256855,-0.059915,-0.622828,0.531974
"2025-06-26 11:09:07.267 +0000",1750936147.266925,0.182501,-0.490105,0.556457
"2025-06-26 11:09:07.277 +0000",1750936147.276995,0.445555,-0.310008,0.615525
"2025-06-26 11:09:07.287 +0000",1750936147.287064,0.728192,-0.073358,0.794046
"2025-06-26 11:09:07.297 +0000",1750936147.297135,0.978115,0.166705,1.242722
"2025-06-26 11:09:07.307 +0000",1750936147.307203,1.207346,0.283517,2.044779
"2025-06-26 11:09:07.317 +0000",1750936147.317271,1.279692,0.219608,2.813018
"2025-06-26 11:09:07.327 +0000",1750936147.327342,1.077278,0.103972,2.978029
"2025-06-26 11:09:07.337 +0000",1750936147.337410,0.552110,-0.246428,2.640880
"2025-06-26 11:09:07.347 +0000",1750936147.347480,0.023432,-0.970896,1.861202
"2025-06-26 11:09:07.358 +0000",1750936147.357549,-0.206720,-1.834571,0.943535
"2025-06-26 11:09:07.368 +0000",1750936147.367619,-0.127896,-2.290436,0.163309
"2025-06-26 11:09:07.378 +0000",1750936147.377688,0.100049,-2.713484,-0.618660
"2025-06-26 11:09:07.388 +0000",1750936147.387757,0.327188,-3.550176,-1.106019
"2025-06-26 11:09:07.398 +0000",1750936147.397826,0.613205,-4.397443,-1.121947
"2025-06-26 11:09:07.408 +0000",1750936147.407895,0.944564,-4.898190,-0.754788
"2025-06-26 11:09:07.418 +0000",1750936147.417964,1.264533,-4.932654,-0.256814
"2025-06-26 11:09:07.428 +0000",1750936147.428034,1.525027,-4.704172,0.196884
"2025-06-26 11:09:07.438 +0000",1750936147.438103,1.693640,-4.327991,0.604705
"2025-06-26 11:09:07.448 +0000",1750936147.448172,1.743749,-3.991546,0.972240
"2025-06-26 11:09:07.458 +0000",1750936147.458242,1.659532,-3.715124,1.294340
"2025-06-26 11:09:07.468 +0000",1750936147.468311,1.268137,-3.070289,1.604144
"2025-06-26 11:09:07.478 +0000",1750936147.478380,0.707363,-2.659827,1.939636
"2025-06-26 11:09:07.488 +0000",1750936147.488448,0.767036,-2.960134,2.182326
"2025-06-26 11:09:07.499 +0000",1750936147.498519,0.893952,-3.031160,2.339261
"2025-06-26 11:09:07.509 +0000",1750936147.508588,0.963331,-3.048928,2.303092
"2025-06-26 11:09:07.519 +0000",1750936147.518656,0.891872,-2.890603,2.304470
"2025-06-26 11:09:07.529 +0000",1750936147.528727,0.730599,-2.526073,2.466794
"2025-06-26 11:09:07.539 +0000",1750936147.538796,0.598270,-2.016418,2.753736
"2025-06-26 11:09:07.549 +0000",1750936147.548865,0.598014,-1.421381,3.144063
"2025-06-26 11:09:07.559 +0000",1750936147.558936,0.742524,-1.012247,3.528648
"2025-06-26 11:09:07.569 +0000",1750936147.569005,0.991175,-0.979484,3.772160
"2025-06-26 11:09:07.579 +0000",1750936147.579074,1.306686,-1.180239,3.905769
"2025-06-26 11:09:07.589 +0000",1750936147.589143,1.621352,-1.422515,3.974992
"2025-06-26 11:09:07.599 +0000",1750936147.599213,1.857487,-1.577962,4.051856
"2025-06-26 11:09:07.609 +0000",1750936147.609281,1.978560,-1.761360,4.087328
"2025-06-26 11:09:07.619 +0000",1750936147.619351,1.998192,-1.988057,4.062413
"2025-06-26 11:09:07.629 +0000",1750936147.629420,2.020601,-2.294118,4.009022
"2025-06-26 11:09:07.639 +0000",1750936147.639489,2.107072,-2.459719,3.981882
"2025-06-26 11:09:07.650 +0000",1750936147.649558,2.256115,-2.420961,4.029610
"2025-06-26 11:09:07.660 +0000",1750936147.659628,2.387023,-2.161683,4.131441
"2025-06-26 11:09:07.670 +0000",1750936147.669696,2.407113,-1.848668,4.332173
"2025-06-26 11:09:07.680 +0000",1750936147.679766,2.315581,-1.629341,4.594047
"2025-06-26 11:09:07.690 +0000",1750936147.689836,2.095194,-1.660912,4.735408
"2025-06-26 11:09:07.700 +0000",1750936147.699904,1.885770,-1.834722,4.759496
"2025-06-26 11:09:07.710 +0000",1750936147.709974,1.937365,-2.003607,4.602248
"2025-06-26 11:09:07.720 +0000",1750936147.720044,2.289818,-2.052096,4.279807
"2025-06-26 11:09:07.730 +0000",1750936147.730113,2.766570,-1.995498,3.863671
"2025-06-26 11:09:07.740 +0000",1750936147.740181,3.114982,-1.903470,3.438434
"2025-06-26 11:09:07.750 +0000",1750936147.750251,3.187883,-1.839504,3.092694
"2025-06-26 11:09:07.760 +0000",1750936147.760322,3.044322,-1.797489,2.905516
"2025-06-26 11:09:07.770 +0000",1750936147.770391,2.722790,-1.677366,2.900717
"2025-06-26 11:09:07.780 +0000",1750936147.780459,2.313532,-1.449877,3.038789
"2025-06-26 11:09:07.791 +0000",1750936147.790528,2.059256,-1.116603,3.262663
"2025-06-26 11:09:07.801 +0000",1750936147.800598,2.010003,-0.892659,3.439158
"2025-06-26 11:09:07.811 +0000",1750936147.810667,2.169565,-0.798923,3.531472
"2025-06-26 11:09:07.821 +0000",1750936147.820736,2.383969,-0.874631,3.580344
"2025-06-26 11:09:07.831 +0000",1750936147.830806,2.000220,-1.505763,3.121720
"2025-06-26 11:09:07.841 +0000",1750936147.840875,0.958184,-2.090401,2.272709
"2025-06-26 11:09:07.851 +0000",1750936147.850945,-0.008550,-2.018225,1.377309
"2025-06-26 11:09:07.861 +0000",1750936147.861014,-0.533226,-1.420469,1.064882
"2025-06-26 11:09:07.871 +0000",1750936147.871083,-0.656965,-0.871417,1.304221
"2025-06-26 11:09:07.881 +0000",1750936147.881153,-0.648218,-0.379134,1.591643
"2025-06-26 11:09:07.891 +0000",1750936147.891222,-0.449896,0.167270,1.643406
"2025-06-26 11:09:07.901 +0000",1750936147.901291,-0.243093,0.363161,1.576223
"2025-06-26 11:09:07.911 +0000",1750936147.911360,0.007999,0.274158,1.595953
"2025-06-26 11:09:07.921 +0000",1750936147.921430,0.265594,0.103452,1.701860
"2025-06-26 11:09:07.931 +0000",1750936147.931499,0.409882,-0.272501,1.776936
"2025-06-26 11:09:07.942 +0000",1750936147.941568,0.501250,-0.808361,1.852397
"2025-06-26 11:09:07.952 +0000",1750936147.951637,0.508164,-1.368141,2.006806
"2025-06-26 11:09:07.962 +0000",1750936147.961707,0.320289,-1.402988,1.921100
"2025-06-26 11:09:07.972 +0000",1750936147.971776,0.215425,-0.959371,1.906686
"2025-06-26 11:09:07.982 +0000",1750936147.981846,0.180974,-0.478113,1.994510
"2025-06-26 11:09:07.992 +0000",1750936147.991915,0.105161,-0.141250,1.979137
"2025-06-26 11:09:08.002 +0000",1750936148.001984,-0.049318,0.169123,1.864710
"2025-06-26 11:09:08.012 +0000",1750936148.012054,-0.155963,0.315480,1.674250
"2025-06-26 11:09:08.022 +0000",1750936148.022123,-0.167047,0.335626,1.486008
"2025-06-26 11:09:08.032 +0000",1750936148.032192,-0.168018,0.491763,1.368707
"2025-06-26 11:09:08.042 +0000",1750936148.042261,-0.214734,0.815126,1.380813
"2025-06-26 11:09:08.052 +0000",1750936148.052331,-0.335762,0.995190,1.392047
"2025-06-26 11:09:08.062 +0000",1750936148.062400,-0.655684,0.607514,1.355475
"2025-06-26 11:09:08.072 +0000",1750936148.072469,-0.798785,0.522031,1.389566
"2025-06-26 11:09:08.083 +0000",1750936148.082539,-1.024700,0.513338,1.433784
"2025-06-26 11:09:08.093 +0000",1750936148.092607,-1.184136,0.465783,1.414110
"2025-06-26 11:09:08.103 +0000",1750936148.102677,-1.136829,-0.140870,0.800221
"2025-06-26 11:09:08.113 +0000",1750936148.112746,-1.307243,-0.798966,1.021451
"2025-06-26 11:09:08.123 +0000",1750936148.122816,-1.123589,-1.103121,1.349211
"2025-06-26 11:09:08.133 +0000",1750936148.132885,-1.020714,-0.704402,1.794613
"2025-06-26 11:09:08.143 +0000",1750936148.142955,-1.697969,0.727955,1.884713
"2025-06-26 11:09:08.153 +0000",1750936148.153024,-2.229624,2.150781,1.720341
"2025-06-26 11:09:08.163 +0000",1750936148.163093,-2.387451,2.863513,1.523866
"2025-06-26 11:09:08.173 +0000",1750936148.173163,-2.380734,3.297495,1.659979
"2025-06-26 11:09:08.183 +0000",1750936148.183232,-2.227107,3.432819,1.415903
"2025-06-26 11:09:08.193 +0000",1750936148.193301,-1.963555,3.586303,1.093455
"2025-06-26 11:09:08.203 +0000",1750936148.203371,-1.445054,3.146311,1.024145
"2025-06-26 11:09:08.213 +0000",1750936148.213439,-0.437336,2.241544,1.047303
"2025-06-26 11:09:08.224 +0000",1750936148.223509,0.600209,0.748404,0.801989
"2025-06-26 11:09:08.234 +0000",1750936148.233578,0.688377,0.093117,0.583991
"2025-06-26 11:09:08.244 +0000",1750936148.243647,0.304385,0.060249,0.468249
"2025-06-26 11:09:08.254 +0000",1750936148.253716,-0.119607,0.056159,0.146764
"2025-06-26 11:09:08.264 +0000",1750936148.263786,-0.291198,0.313959,0.104334
"2025-06-26 11:09:08.274 +0000",1750936148.273855,-0.207512,0.529290,0.217301
"2025-06-26 11:09:08.284 +0000",1750936148.283925,0.150936,0.937838,0.133869
"2025-06-26 11:09:08.294 +0000",1750936148.293993,0.224836,1.353813,0.028211
"2025-06-26 11:09:08.304 +0000",1750936148.304064,0.229409,1.759101,0.159938
"2025-06-26 11:09:08.314 +0000",1750936148.314133,0.267369,1.834950,0.191373
"2025-06-26 11:09:08.324 +0000",1750936148.324202,0.156979,1.832865,-0.027104
"2025-06-26 11:09:08.334 +0000",1750936148.334271,-0.404255,0.467386,0.497417
"2025-06-26 11:09:08.344 +0000",1750936148.344340,-1.509845,-2.299584,1.878746
"2025-06-26 11:09:08.354 +0000",1750936148.354410,-1.457654,-3.024679,2.545903
"2025-06-26 11:09:08.364 +0000",1750936148.364479,-0.733779,-2.884344,2.807874
"2025-06-26 11:09:08.375 +0000",1750936148.374548,-1.063906,-2.100772,2.768503
"2025-06-26 11:09:08.385 +0000",1750936148.384618,-1.394984,-2.138361,2.839324
"2025-06-26 11:09:08.395 +0000",1750936148.394686,-1.317538,-2.536721,2.938343
"2025-06-26 11:09:08.405 +0000",1750936148.404756,-0.854475,-2.627043,2.872335
"2025-06-26 11:09:08.415 +0000",1750936148.414825,-0.462452,-2.408217,3.088839
"2025-06-26 11:09:08.425 +0000",1750936148.424894,-0.088026,-2.108899,3.280949
"2025-06-26 11:09:08.435 +0000",1750936148.434964,-0.280778,-1.950033,3.110468
"2025-06-26 11:09:08.445 +0000",1750936148.445034,-0.110849,-1.490322,2.879126
"2025-06-26 11:09:08.455 +0000",1750936148.455102,-0.102308,-0.651633,2.409709
"2025-06-26 11:09:08.465 +0000",1750936148.465172,-0.155401,0.050742,1.703259
"2025-06-26 11:09:08.475 +0000",1750936148.475242,-0.110032,0.401659,1.079406
"2025-06-26 11:09:08.485 +0000",1750936148.485310,-0.017362,0.459971,0.718136
"2025-06-26 11:09:08.495 +0000",1750936148.495380,0.061397,0.289693,0.486776
"2025-06-26 11:09:08.505 +0000",1750936148.505449,-0.041798,0.183761,0.211959
"2025-06-26 11:09:08.516 +0000",1750936148.515518,-0.366674,-0.040166,-0.028559
"2025-06-26 11:09:08.526 +0000",1750936148.525588,-0.389180,-0.860074,-0.214151
"2025-06-26 11:09:08.536 +0000",1750936148.535657,-0.050901,-1.841924,-0.252831
"2025-06-26 11:09:08.546 +0000",1750936148.545727,0.142618,-2.742386,-0.055185
"2025-06-26 11:09:08.556 +0000",1750936148.555795,0.273235,-3.209954,0.323597
"2025-06-26 11:09:08.566 +0000",1750936148.565866,0.360546,-3.157762,0.819627
"2025-06-26 11:09:08.576 +0000",1750936148.575934,0.361345,-2.822076,1.074619
"2025-06-26 11:09:08.586 +0000",1750936148.586003,0.915614,-2.593903,1.157724
"2025-06-26 11:09:08.596 +0000",1750936148.596073,1.709504,-2.808821,0.748370
"2025-06-26 11:09:08.606 +0000",1750936148.606142,2.060033,-2.963610,0.370568
"2025-06-26 11:09:08.616 +0000",1750936148.616211,2.630162,-3.257305,0.579834
"2025-06-26 11:09:08.626 +0000",1750936148.626281,2.831639,-2.969125,0.835996
"2025-06-26 11:09:08.636 +0000",1750936148.636350,2.642884,-1.853653,1.220262
"2025-06-26 11:09:08.646 +0000",1750936148.646419,2.337925,-0.704197,1.713700
"2025-06-26 11:09:08.656 +0000",1750936148.656488,1.744678,-0.483401,2.536483
"2025-06-26 11:09:08.667 +0000",1750936148.666558,0.487349,-0.582352,3.643331
"2025-06-26 11:09:08.677 +0000",1750936148.676627,-0.223168,-0.621812,3.393584
"2025-06-26 11:09:08.687 +0000",1750936148.686695,-0.177331,-1.255610,2.728316
"2025-06-26 11:11:43.039 +0000",1750936303.038810,1.899789,-4.394034,1.366694
"2025-06-26 11:11:43.049 +0000",1750936303.048878,1.440747,-3.489965,1.172623
"2025-06-26 11:11:43.059 +0000",1750936303.058947,0.191308,-1.459487,1.357851
"2025-06-26 11:11:43.069 +0000",1750936303.069017,-0.420973,-0.534091,1.479422
"2025-06-26 11:11:43.079 +0000",1750936303.079087,-0.758176,-0.039769,1.423201
"2025-06-26 11:11:43.089 +0000",1750936303.089155,-0.853246,0.048361,1.289324
"2025-06-26 11:11:43.099 +0000",1750936303.099225,-0.754523,-0.080771,1.121198
"2025-06-26 11:11:43.109 +0000",1750936303.109294,-0.517617,-0.194009,0.896745
"2025-06-26 11:11:43.119 +0000",1750936303.119363,-0.201211,-0.158590,0.642418
"2025-06-26 11:11:43.129 +0000",1750936303.129432,-0.007300,-0.004196,0.341657
"2025-06-26 11:11:43.140 +0000",1750936303.139503,0.120109,0.141230,-0.011225
"2025-06-26 11:11:43.150 +0000",1750936303.149571,0.187640,0.260903,-0.123614
"2025-06-26 11:11:43.160 +0000",1750936303.159640,0.125797,0.249459,-0.075380
"2025-06-26 11:11:43.170 +0000",1750936303.169710,0.004002,0.121901,0.004348
"2025-06-26 11:11:43.180 +0000",1750936303.179779,-0.051767,-0.092111,-0.008892
"2025-06-26 11:11:43.190 +0000",1750936303.189848,0.017061,-0.187522,0.026613
"2025-06-26 11:11:43.200 +0000",1750936303.199918,0.106923,-0.174871,0.038896
"2025-06-26 11:11:43.210 +0000",1750936303.209987,0.146630,-0.099426,0.020018
"2025-06-26 11:11:43.220 +0000",1750936303.220057,0.166177,-0.017631,-0.000369
"2025-06-26 11:11:43.230 +0000",1750936303.230125,0.145899,0.032263,-0.030621
"2025-06-26 11:11:43.240 +0000",1750936303.240195,0.135942,0.041096,-0.009631
"2025-06-26 11:11:43.250 +0000",1750936303.250264,0.139540,0.087762,0.015180
"2025-06-26 11:11:43.260 +0000",1750936303.260334,0.086711,0.072747,0.015066
"2025-06-26 11:11:43.270 +0000",1750936303.270404,0.059106,0.015628,0.042020
"2025-06-26 11:11:43.280 +0000",1750936303.280473,0.039748,0.005423,0.030690
"2025-06-26 11:11:43.291 +0000",1750936303.290541,0.063288,0.027478,-0.033890
"2025-06-26 11:11:43.301 +0000",1750936303.300611,0.150643,0.110965,-0.038330
"2025-06-26 11:11:43.311 +0000",1750936303.310680,0.169888,0.085859,-0.029520
"2025-06-26 11:11:43.321 +0000",1750936303.320749,0.106146,0.020737,-0.053303
"2025-06-26 11:11:43.331 +0000",1750936303.330819,0.069881,0.053795,-0.070084
"2025-06-26 11:11:43.341 +0000",1750936303.340888,0.107307,0.053331,-0.056743
"2025-06-26 11:11:43.351 +0000",1750936303.350957,0.067710,0.076336,-0.039656
"2025-06-26 11:11:43.361 +0000",1750936303.361027,0.040231,0.084687,-0.046007
"2025-06-26 11:11:43.371 +0000",1750936303.371096,0.027196,0.110593,-0.033752
"2025-06-26 11:11:43.381 +0000",1750936303.381165,0.007813,0.119681,-0.011874
"2025-06-26 11:11:43.391 +0000",1750936303.391234,-0.014647,0.078279,0.005214
"2025-06-26 11:11:43.401 +0000",1750936303.401304,-0.034988,-0.007151,0.022082
"2025-06-26 11:11:43.411 +0000",1750936303.411373,-0.026355,0.007230,0.027772
"2025-06-26 11:11:43.421 +0000",1750936303.421442,-0.011467,0.036544,0.017182
"2025-06-26 11:11:43.432 +0000",1750936303.431512,0.016255,0.043570,0.023639
"2025-06-26 11:11:43.442 +0000",1750936303.441581,0.025204,0.130123,-0.005733
"2025-06-26 11:11:43.452 +0000",1750936303.451649,0.033706,0.133470,-0.000545
"2025-06-26 11:11:43.462 +0000",1750936303.461720,0.064732,0.085298,-0.015436
"2025-06-26 11:11:43.472 +0000",1750936303.471789,0.078354,0.053420,-0.032736
