time,seconds_elapsed,type,isConnected,isInternetReachable,isWifiEnabled,isConnectionExpensive,ssid,bssid,strength,ipAddress,frequency,cellularGeneration,carrier
1751120020661000000,2.048,cellular,true,true,false,true,,,,,,4g,
1751120022654000000,4.041000244140625,cellular,true,true,false,true,,,,,,4g,
1751120024654000000,6.041000244140625,cellular,true,true,false,true,,,,,,4g,
1751120026655000000,8.042,cellular,true,true,false,true,,,,,,4g,
1751120028656000000,10.043,cellular,true,true,false,true,,,,,,4g,
1751120030656000000,12.043,cellular,true,true,false,true,,,,,,4g,
1751120032656000000,14.043,cellular,true,true,false,true,,,,,,4g,
1751120034655000000,16.042,cellular,true,true,false,true,,,,,,4g,
1751120036656000000,18.043,cellular,true,true,false,true,,,,,,4g,
1751120038655000000,20.042,cellular,true,true,false,true,,,,,,4g,
1751120040654000000,22.041000244140626,cellular,true,true,false,true,,,,,,4g,
1751120042654000000,24.041000244140626,cellular,true,true,false,true,,,,,,4g,
1751120044656000000,26.043,cellular,true,true,false,true,,,,,,4g,
1751120046656000000,28.043,cellular,true,true,false,true,,,,,,4g,
1751120048658000000,30.044999755859376,cellular,true,true,false,true,,,,,,4g,
1751120050660000000,32.047,cellular,true,true,false,true,,,,,,4g,
1751120052657000000,34.044,cellular,true,true,false,true,,,,,,4g,
1751120054662000000,36.04900024414062,cellular,true,true,false,true,,,,,,4g,
1751120056657000000,38.044,cellular,true,true,false,true,,,,,,4g,
1751120058709000000,40.096,cellular,true,true,false,true,,,,,,4g,
1751120060659000000,42.046,cellular,true,true,false,true,,,,,,4g,
1751120062660000000,44.047,cellular,true,true,false,true,,,,,,4g,
1751120064659000000,46.046,cellular,true,true,false,true,,,,,,4g,
1751120066660000000,48.047,cellular,true,true,false,true,,,,,,4g,
1751120068667000000,50.054,cellular,true,true,false,true,,,,,,4g,
1751120070669000000,52.056,cellular,true,true,false,true,,,,,,4g,
1751120072664000000,54.051,cellular,true,true,false,true,,,,,,4g,
1751120074664000000,56.051,cellular,true,true,false,true,,,,,,4g,
1751120076665000000,58.052,cellular,true,true,false,true,,,,,,4g,
1751120078667000000,60.054,cellular,true,true,false,true,,,,,,4g,
1751120080667000000,62.054,cellular,true,true,false,true,,,,,,4g,
1751120082669000000,64.056,cellular,true,true,false,true,,,,,,4g,
1751120084673000000,66.06,cellular,true,true,false,true,,,,,,4g,
1751120086673000000,68.06,cellular,true,true,false,true,,,,,,4g,
1751120088671000000,70.058,cellular,true,true,false,true,,,,,,4g,
1751120090673000000,72.06,cellular,true,true,false,true,,,,,,4g,
1751120092678000000,74.06500024414062,cellular,true,true,false,true,,,,,,4g,
1751120094677000000,76.064,cellular,true,true,false,true,,,,,,4g,
1751120096674000000,78.06099975585937,cellular,true,true,false,true,,,,,,4g,
1751120098676000000,80.063,cellular,true,true,false,true,,,,,,4g,
1751120100678000000,82.06500024414062,cellular,true,true,false,true,,,,,,4g,
1751120102678000000,84.06500024414062,cellular,true,true,false,true,,,,,,4g,
1751120104678000000,86.06500024414062,cellular,true,true,false,true,,,,,,4g,
1751120106683000000,88.07,cellular,true,true,false,true,,,,,,4g,
1751120108681000000,90.068,cellular,true,true,false,true,,,,,,4g,
1751120110682000000,92.06899975585938,cellular,true,true,false,true,,,,,,4g,
1751120112682000000,94.06899975585938,cellular,true,true,false,true,,,,,,4g,
1751120114683000000,96.07,cellular,true,true,false,true,,,,,,4g,
1751120116685000000,98.072,cellular,true,true,false,true,,,,,,4g,
1751120118689000000,100.076,cellular,true,true,false,true,,,,,,4g,
1751120120689000000,102.076,cellular,true,true,false,true,,,,,,4g,
1751120122690000000,104.07699975585938,cellular,true,true,false,true,,,,,,4g,
1751120124696000000,106.083,cellular,true,true,false,true,,,,,,4g,
1751120126692000000,108.079,cellular,true,true,false,true,,,,,,4g,
1751120128807000000,110.194,cellular,true,true,false,true,,,,,,4g,
1751120130805000000,112.192,cellular,true,true,false,true,,,,,,4g,
1751120132805000000,114.192,cellular,true,true,false,true,,,,,,4g,
1751120134807000000,116.194,cellular,true,true,false,true,,,,,,4g,
1751120136807000000,118.194,cellular,true,true,false,true,,,,,,4g,
1751120138810000000,120.19699975585938,cellular,true,true,false,true,,,,,,4g,
