time,seconds_elapsed,brightness
1751120019626000000,1.012999755859375,0.5421006679534912
1751120020660000000,2.047,0.5421006679534912
1751120021656000000,3.043,0.5421006679534912
1751120022656000000,4.043,0.5421006679534912
1751120023656000000,5.043,0.5421006679534912
1751120024659000000,6.046,0.5421006679534912
1751120025659000000,7.046,0.5421006679534912
1751120026659000000,8.046,0.5421006679534912
1751120027660000000,9.047,0.5421006679534912
1751120028662000000,10.049000244140625,0.5421006679534912
1751120029665000000,11.052,0.5421006679534912
1751120030666000000,12.052999755859375,0.5421006679534912
1751120031667000000,13.054,0.5421006679534912
1751120032665000000,14.052,0.5421006679534912
1751120033666000000,15.052999755859375,0.5421006679534912
1751120034666000000,16.052999755859375,0.5421006679534912
1751120035666000000,17.052999755859375,0.5421006679534912
1751120036668000000,18.055,0.5421006679534912
1751120037669000000,19.056,0.5421006679534912
1751120038672000000,20.059,0.5421006679534912
1751120039670000000,21.057000244140625,0.5421006679534912
1751120040669000000,22.056,0.5421006679534912
1751120041670000000,23.057000244140625,0.5421006679534912
1751120042669000000,24.056,0.5421006679534912
1751120043671000000,25.058,0.5421006679534912
1751120044674000000,26.060999755859374,0.5421006679534912
1751120045674000000,27.060999755859374,0.5421006679534912
1751120046674000000,28.060999755859374,0.5421006679534912
1751120047674000000,29.060999755859374,0.5421006679534912
1751120048676000000,30.063,0.5421006679534912
1751120049676000000,31.063,0.5421006679534912
1751120050679000000,32.066,0.5421006679534912
1751120051678000000,33.06500024414063,0.5421006679534912
1751120052677000000,34.064,0.5421006679534912
1751120053679000000,35.066,0.5421006679534912
1751120054677000000,36.064,0.5421006679534912
1751120055679000000,37.066,0.5421006679534912
1751120056679000000,38.066,0.5421006679534912
1751120057687000000,39.074,0.5421006679534912
1751120058729000000,40.116,0.5421006679534912
1751120059683000000,41.07,0.5421006679534912
1751120060681000000,42.068,0.5421006679534912
1751120061683000000,43.07,0.5421006679534912
1751120062683000000,44.07,0.5421006679534912
1751120063683000000,45.07,0.5421006679534912
1751120064688000000,46.075,0.5421006679534912
1751120065684000000,47.071,0.5421006679534912
1751120066684000000,48.071,0.5421006679534912
1751120067687000000,49.074,0.5421006679534912
1751120068685000000,50.072,0.5421006679534912
1751120069685000000,51.072,0.5421006679534912
1751120070685000000,52.072,0.5421006679534912
1751120071686000000,53.07300024414062,0.5421006679534912
1751120072686000000,54.07300024414062,0.5421006679534912
1751120073688000000,55.075,0.5421006679534912
1751120074687000000,56.074,0.5421006679534912
1751120075690000000,57.076999755859376,0.5421006679534912
1751120076691000000,58.078,0.5421006679534912
1751120077692000000,59.079,0.5421006679534912
1751120078691000000,60.078,0.5421006679534912
1751120079689000000,61.076,0.5421006679534912
1751120080689000000,62.076,0.5421006679534912
1751120081694000000,63.081000244140625,0.5421006679534912
1751120082693000000,64.08,0.5421006679534912
1751120083692000000,65.079,0.5421006679534912
1751120084694000000,66.08100024414063,0.5421006679534912
1751120085694000000,67.08100024414063,0.5421006679534912
1751120086697000000,68.084,0.5421006679534912
1751120087697000000,69.084,0.5421006679534912
1751120088699000000,70.086,0.5421006679534912
1751120089705000000,71.092,0.5421006679534912
1751120090701000000,72.088,0.5421006679534912
1751120091700000000,73.087,0.5421006679534912
1751120092701000000,74.088,0.5421006679534912
1751120093703000000,75.09,0.5421006679534912
1751120094703000000,76.09,0.5421006679534912
1751120095706000000,77.09299975585938,0.5421006679534912
1751120096703000000,78.09,0.5421006679534912
1751120097708000000,79.095,0.5421006679534912
1751120098705000000,80.092,0.5421006679534912
1751120099704000000,81.091,0.5421006679534912
1751120100706000000,82.09299975585938,0.5421006679534912
1751120101705000000,83.092,0.5421006679534912
1751120102707000000,84.094,0.5421006679534912
1751120103710000000,85.09700024414063,0.5421006679534912
1751120104710000000,86.09700024414063,0.5421006679534912
1751120105710000000,87.09700024414063,0.5421006679534912
1751120106710000000,88.09700024414063,0.5421006679534912
1751120107716000000,89.103,0.5421006679534912
1751120108715000000,90.102,0.5421006679534912
1751120109713000000,91.1,0.5421006679534912
1751120110713000000,92.1,0.5421006679534912
1751120111717000000,93.104,0.5421006679534912
1751120112715000000,94.102,0.5421006679534912
1751120113717000000,95.104,0.5421006679534912
1751120114718000000,96.10500024414063,0.5421006679534912
1751120115719000000,97.106,0.5421006679534912
1751120116721000000,98.108,0.5421006679534912
1751120117720000000,99.107,0.5421006679534912
1751120118720000000,100.107,0.5421006679534912
1751120119722000000,101.10899975585937,0.5421006679534912
1751120120721000000,102.108,0.5421006679534912
1751120121724000000,103.111,0.5421006679534912
1751120122726000000,104.11300024414062,0.5421006679534912
1751120123727000000,105.114,0.5421006679534912
1751120124726000000,106.11300024414062,0.5421006679534912
1751120125726000000,107.11300024414062,0.5421006679534912
1751120126726000000,108.11300024414062,0.5421006679534912
1751120127754000000,109.14099975585937,0.5421006679534912
1751120128837000000,110.224,0.5421006679534912
1751120129837000000,111.224,0.5466702580451965
1751120130837000000,112.224,0.5834285616874695
1751120131838000000,113.22500024414063,0.6193132400512695
1751120132837000000,114.224,0.6424299478530884
1751120133839000000,115.226,0.6424299478530884
1751120134839000000,116.226,0.579194962978363
1751120135840000000,117.227,0.52173912525177
1751120136840000000,118.227,0.52173912525177
1751120137840000000,119.227,0.52173912525177
1751120138841000000,120.228,0.52173912525177
