version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,V2401,1751120018613,2025-06-28_14-13-38,Asia/Calcutta,android,1.43.3,9ab2f730-01fa-426a-a5d6-7e1596a808ac,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Compass|Location|Camera|Microphone|Light|Heart Rate|Watch Location|Watch Barometer|Pedometer|Battery|Battery Temp|Brightness|Network|WiFi|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated|Watch Orientation|Watch Accelerometer|Watch Gravity|Watch Gyroscope|Watch TotalAcceleration,10|10|10|10|10|10|0|10000|100|0|10|10|10|10|1000|1000|1000|2000|40000||10|10|10|10|10|10|10|10|10,false
