time,seconds_elapsed,level,frequency,capabilities,BSSID,SSID
1751120058639000000,40.026,-62,5300,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3a:de:8a:06:be:5b,(hidden SSID)
1751120058639000000,40.026,-90,2417,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],34:60:f9:d6:20:88,Killer Bee
1751120058639000000,40.026,-83,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],aa:42:a1:c5:9a:48,(hidden SSID)
1751120058639000000,40.026,-76,2457,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3c:52:a1:55:64:2e,Root Wifi 2
1751120058639000000,40.026,-91,5260,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],74:33:a6:1c:45:21,TIRUPATI G5
1751120058639000000,40.026,-85,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],58:07:f8:86:29:7a,Airtel_Airtel Wifi
1751120058639000000,40.026,-82,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],22:3b:f3:a8:91:a2,EPOS
1751120058639000000,40.026,-87,5805,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],20:b5:c6:4c:36:78,JioAirfiberA6
1751120058639000000,40.026,-61,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],24:de:8a:06:be:5a,Airtel_rupe_4404
1751120058639000000,40.026,-90,2422,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],28:87:ba:e7:c8:66,TP-Link_C866
1751120058639000000,40.026,-85,5805,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],7a:4f:24:ce:27:2f,(hidden SSID)
1751120058639000000,40.026,-89,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],a8:42:a1:85:9a:4a,TPLINK5G
1751120098642000000,80.02899975585937,-87,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],24:de:8a:b9:6a:4a,Airtel_dnya_5278
1751120098642000000,80.02899975585937,-70,2442,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],74:33:a6:1c:45:20,TIRUPATI
1751120098642000000,80.02899975585937,-90,2427,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],f0:a7:31:93:f8:9e,S .......
1751120098642000000,80.02899975585937,-89,2427,[WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],f0:09:0d:3f:ca:28,TP-Link_Extender
1751120098642000000,80.02899975585937,-75,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],a4:fc:a1:15:2b:ea,Airtel_yoge_4742
1751120098642000000,80.02899975585937,-80,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],fe:bf:77:52:85:a3,Prathamesh
1751120098642000000,80.02899975585937,-87,5300,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],a4:fc:a1:15:2b:eb,Airtel_yoge_4742
1751120098642000000,80.02899975585937,-73,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1c:3b:f3:a8:91:a3,Connecting...
1751120098642000000,80.02899975585937,-83,5785,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],fe:bf:77:52:85:a4,Prathamesh
1751120098642000000,80.02899975585937,-73,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1c:3b:f3:a8:91:a2,Connecting...
1751120098642000000,80.02899975585937,-86,5300,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],b6:fc:a1:15:2b:eb,(hidden SSID)
1751120098642000000,80.02899975585937,-78,2412,[ESS],26:3b:f3:a8:91:a2,(hidden SSID)
1751120098642000000,80.02899975585937,-84,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3e:9d:4e:06:75:9e,AirFiber-5g
1751120098642000000,80.02899975585937,-86,5260,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],74:33:a6:1c:45:21,TIRUPATI G5
1751120098642000000,80.02899975585937,-75,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],22:3b:f3:a8:91:a2,EPOS
1751120098642000000,80.02899975585937,-59,2457,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],60:32:b1:9f:d6:fe,Rushikesh kirana
1751120098642000000,80.02899975585937,-92,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],c6:fa:66:8b:bc:cf,AirFiber-Sonar
1751120098642000000,80.02899975585937,-87,5300,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],ba:fc:a1:15:2b:eb,(hidden SSID)
1751120098642000000,80.02899975585937,-86,2462,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],14:09:dc:00:4b:09,HW-004B09
