time,seconds_elapsed,level,frequency,capabilities,BSSID,SSID
1751120018613000000,0,-89,2457,[WPA-PSK-TKIP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],c4:70:0b:c0:89:6a,DIGISOL
1751120018613000000,0,-59,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],7e:b0:de:2c:35:00,PRIYA
1751120018613000000,0,-87,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1c:3b:f3:a8:91:a3,Connecting...
1751120018613000000,0,-84,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],a8:42:a1:85:9a:48,TPLink9A48
1751120018613000000,0,-72,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],7e:b0:de:2c:35:01,PRIYA
1751120018613000000,0,-86,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1c:3b:f3:a8:91:a2,Connecting...
1751120018613000000,0,-87,2422,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],90:9a:4a:e1:3c:4a,Sagar
1751120018613000000,0,-82,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],aa:42:a1:d5:9a:48,(hidden SSID)
1751120018613000000,0,-86,2412,[ESS],26:3b:f3:a8:91:a2,(hidden SSID)
1751120018613000000,0,-87,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],a4:fc:a1:66:e7:19,Airtel_rahu_1761
1751120018613000000,0,-81,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],aa:42:a1:c5:9a:48,(hidden SSID)
1751120018613000000,0,-82,2442,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],f6:2a:92:c7:bf:cf,realme 13+ 5G
1751120018613000000,0,-92,2457,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3c:52:a1:55:64:2e,Root Wifi 2
1751120018613000000,0,-86,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],22:3b:f3:a8:91:a2,EPOS
1751120018613000000,0,-87,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],88:f8:72:1f:0b:29,Airtel-Hotspot-0B29
1751120018613000000,0,-88,5785,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],40:bb:56:f0:5b:47,MR.PERFECT
1751120018613000000,0,-79,2437,[WPA-PSK-TKIP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],8c:c7:c3:fb:6b:a1,Shiv
1751120018613000000,0,-88,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],68:ff:7b:3d:8b:26,Rohit
1751120018613000000,0,-83,2417,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],14:09:dc:00:6b:a1,TEMBHA
1751120018613000000,0,-88,2472,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],74:33:a6:1b:69:98,2.4G-1B6998
1751120018613000000,0,-87,5260,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],14:09:dc:00:6b:a2,TEMBHA-5G
1751120018613000000,0,-89,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],84:16:f9:73:c1:b2,BARHATE
1751120058639000000,40.026,-85,2427,[WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],f0:09:0d:3f:ca:28,TP-Link_Extender
1751120058639000000,40.026,-86,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],24:de:8a:b9:6a:4b,Airtel_dnya_5278
1751120058639000000,40.026,-90,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],fa:46:5c:ba:e3:7a,Golden
1751120058639000000,40.026,-76,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1c:3b:f3:a8:91:a3,Connecting...
1751120058639000000,40.026,-83,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],a8:42:a1:85:9a:48,TPLink9A48
1751120058639000000,40.026,-63,5300,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],36:de:8a:06:be:5b,(hidden SSID)
1751120058639000000,40.026,-84,2462,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],fc:dd:55:a8:3b:f9,JARVIS
1751120058639000000,40.026,-90,2462,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],78:4f:24:ae:27:2b,Airtel_Samarth
1751120058639000000,40.026,-84,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],aa:42:a1:d5:9a:48,(hidden SSID)
1751120058639000000,40.026,-60,5300,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],24:de:8a:06:be:5b,Airtel_rupe_4404
