version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,SM-M315F,1750395855090,2025-06-20_05-04-15,Asia/Calcutta,android,1.43.3,9a95b101-07de-4bcc-8f26-38d59da29652,Accelerometer|Gravity|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10|10,false
