version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,A015,1749912663253,2025-06-14_14-51-03,Asia/Calcutta,android,1.43.3,abe87606-bc8e-4699-90b1-bce0cfbf8d5e,Accelerometer|Gravity|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10|10,false
