version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Redmi Note 7S,1748094991440,2025-05-24_13-56-31,Asia/Kolkata,android,1.43.2,88cd33aa-0495-4df0-baa3-f1929e33b977,Accelerometer|Gravity|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10|10,false
