time,seconds_elapsed,lux
1751120211128166400,0.38716650390625,0
1751120211288513300,0.54751318359375,22.90999984741211
1751120211448387800,0.707387939453125,20.18000030517578
1751120211608035800,0.867035888671875,4.579999923706055
1751120211768310800,1.027310791015625,0.28999999165534973
1751120211928294400,1.18729443359375,0
1751120212088325600,1.34732568359375,0
1751120212248301600,1.507301513671875,0
1751120212408914000,1.667913818359375,0
1751120212568307000,1.827306884765625,0
1751120212728310500,1.987310546875,0
1751120212888319500,2.147319580078125,0
1751120213048281300,2.30728125,0
1751120213208319500,2.467319580078125,0
1751120213369021200,2.628021240234375,0
1751120213528374500,2.78737451171875,0
1751120213688311800,2.947311767578125,0
1751120213848307500,3.107307373046875,0
1751120214008308500,3.26730859375,0
1751120214168296400,3.42729638671875,0
1751120214328529200,3.587529052734375,0
1751120214488601000,3.74760107421875,0
1751120214648341200,3.90734130859375,0
1751120214808313000,4.06731298828125,0
1751120214968326000,4.227325927734375,0
1751120215128367600,4.38736767578125,0
1751120215288350200,4.54735009765625,0
1751120215448819500,4.7078193359375,0
1751120215608342300,4.86734228515625,0
1751120215768319000,5.027319091796875,0
1751120215928310000,5.18731005859375,0
1751120216088316700,5.347316650390625,0
1751120216248303600,5.5073037109375,0
1751120216408835600,5.667835693359375,0
1751120216568350000,5.827349853515625,0
1751120216728410000,5.98741015625,0
1751120216888300000,6.147300048828125,0
1751120217048337400,6.30733740234375,0
1751120217208338700,6.467338623046875,0
1751120217368496000,6.62749609375,0
1751120217528584000,6.787583984375,0
1751120217688312300,6.947312255859375,0
1751120217848315000,7.10731494140625,0
1751120218008315400,7.2673154296875,0
1751120218168305000,7.427304931640625,0
1751120218328343000,7.587343017578125,0
1751120218488354600,7.7473544921875,0
1751120218648329700,7.907329833984375,0
1751120218808387300,8.06738720703125,0
1751120218968328400,8.227328369140626,0
1751120219128311300,8.387311279296876,0
1751120219288299500,8.547299560546875,0
1751120219448845000,8.707844970703125,0
1751120219608347000,8.867346923828125,0
1751120219768317400,9.0273173828125,0
1751120219928303600,9.1873037109375,0
1751120220088327400,9.347327392578125,0
1751120220248331800,9.507331787109376,0
1751120220408370000,9.667369873046875,0
1751120220568386800,9.82738671875,0
1751120220728344000,9.987343994140625,0
1751120220888313000,10.14731298828125,0
1751120221048322800,10.30732275390625,0
1751120221208345600,10.467345703125,0
1751120221368316200,10.627316162109375,0
1751120221528887800,10.7878876953125,0
1751120221688339700,10.947339599609375,0
1751120221848319000,11.107319091796874,0
1751120222008329200,11.2673291015625,0
1751120222168372500,11.42737255859375,0
1751120222328340200,11.58734033203125,0
1751120222488808000,11.747807861328125,0
1751120222648356600,11.907356689453126,0
