time,seconds_elapsed,brightness
1751120211883000000,1.142,0.52173912525177
1751120212886000000,2.145000244140625,0.52173912525177
1751120213859000000,3.118,0.52173912525177
1751120214855000000,4.114,0.52173912525177
1751120215866000000,5.124999755859375,0.52173912525177
1751120216857000000,6.116,0.52173912525177
1751120217859000000,7.118,0.52173912525177
1751120218859000000,8.118,0.52173912525177
1751120219863000000,9.122,0.52173912525177
1751120220859000000,10.118,0.52173912525177
1751120221871000000,11.13,0.52173912525177
1751120222870000000,12.129000244140625,0.52173912525177
1751120223867000000,13.126,0.52173912525177
1751120224871000000,14.13,0.52173912525177
1751120225869000000,15.128,0.52173912525177
1751120226867000000,16.126,0.52173912525177
1751120227869000000,17.128,0.52173912525177
1751120228872000000,18.131,0.52173912525177
1751120229933000000,19.192,0.52173912525177
1751120230877000000,20.136,0.52173912525177
1751120231871000000,21.13,0.52173912525177
1751120232870000000,22.129000244140624,0.52173912525177
1751120233873000000,23.132,0.52173912525177
1751120234874000000,24.132999755859377,0.52173912525177
1751120235878000000,25.137000244140626,0.52173912525177
1751120236877000000,26.136,0.52173912525177
1751120237872000000,27.131,0.52173912525177
1751120238881000000,28.14,0.52173912525177
1751120239881000000,29.14,0.52173912525177
1751120240885000000,30.144,0.52173912525177
1751120241886000000,31.145000244140626,0.52173912525177
1751120242882000000,32.140999755859376,0.52173912525177
1751120243886000000,33.145000244140626,0.52173912525177
1751120244888000000,34.147,0.52173912525177
1751120245900000000,35.159,0.52173912525177
1751120246888000000,36.147,0.52173912525177
1751120247891000000,37.15,0.52173912525177
1751120248891000000,38.15,0.52173912525177
1751120249893000000,39.152,0.52173912525177
1751120250898000000,40.156999755859374,0.52173912525177
1751120251902000000,41.161000244140624,0.52173912525177
1751120252901000000,42.16,0.52173912525177
1751120253906000000,43.16499975585938,0.52173912525177
1751120254902000000,44.161000244140624,0.52173912525177
1751120255909000000,45.168,0.52173912525177
1751120256906000000,46.16499975585938,0.52173912525177
1751120257903000000,47.162,0.52173912525177
1751120258915000000,48.174,0.52173912525177
1751120259904000000,49.163,0.52173912525177
1751120260905000000,50.164,0.52173912525177
1751120261911000000,51.17,0.52173912525177
1751120262912000000,52.171,0.52173912525177
1751120263906000000,53.16499975585938,0.52173912525177
1751120264910000000,54.169000244140626,0.52173912525177
1751120265914000000,55.17299975585937,0.52173912525177
1751120266912000000,56.171,0.52173912525177
1751120267912000000,57.171,0.52173912525177
1751120268914000000,58.17299975585937,0.52173912525177
1751120269910000000,59.169000244140626,0.52173912525177
1751120270912000000,60.171,0.52173912525177
1751120271920000000,61.179,0.52173912525177
1751120272941000000,62.2,0.52173912525177
1751120273921000000,63.18,0.52173912525177
1751120274923000000,64.182,0.52173912525177
1751120275922000000,65.18099975585938,0.52173912525177
1751120276915000000,66.174,0.52173912525177
1751120277919000000,67.178,0.52173912525177
1751120278917000000,68.176,0.52173912525177
1751120279916000000,69.175,0.52173912525177
1751120280916000000,70.175,0.52173912525177
1751120281920000000,71.179,0.52173912525177
1751120282916000000,72.175,0.52173912525177
1751120283922000000,73.18099975585938,0.52173912525177
1751120284923000000,74.182,0.52173912525177
1751120285927000000,75.186,0.52173912525177
1751120286929000000,76.188,0.52173912525177
1751120287925000000,77.184,0.52173912525177
1751120288927000000,78.186,0.52173912525177
1751120289927000000,79.186,0.52173912525177
1751120290928000000,80.187,0.52173912525177
1751120291926000000,81.18500024414062,0.52173912525177
1751120292926000000,82.18500024414062,0.52173912525177
1751120293927000000,83.186,0.52173912525177
1751120294929000000,84.188,0.52173912525177
1751120295928000000,85.187,0.52173912525177
1751120296931000000,86.19,0.52173912525177
1751120297929000000,87.188,0.52173912525177
1751120298934000000,88.19300024414062,0.52173912525177
1751120299933000000,89.192,0.52173912525177
1751120300936000000,90.195,0.52173912525177
1751120301932000000,91.191,0.52173912525177
1751120302931000000,92.19,0.52173912525177
1751120303931000000,93.19,0.52173912525177
1751120304938000000,94.19699975585938,0.52173912525177
1751120305935000000,95.194,0.52173912525177
1751120306934000000,96.19300024414062,0.52173912525177
