time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1751120211881000000,1.14,0.7099999785423279,unplugged,false
1751120212880000000,2.139,0.7099999785423279,unplugged,false
1751120213857000000,3.116,0.7099999785423279,unplugged,false
1751120214851000000,4.11,0.7099999785423279,unplugged,false
1751120215851000000,5.11,0.7099999785423279,unplugged,false
1751120216853000000,6.112,0.7099999785423279,unplugged,false
1751120217854000000,7.113000244140625,0.7099999785423279,unplugged,false
1751120218852000000,8.111,0.7099999785423279,unplugged,false
1751120219852000000,9.111,0.7099999785423279,unplugged,false
1751120220853000000,10.112,0.7099999785423279,unplugged,false
1751120221856000000,11.115,0.7099999785423279,unplugged,false
1751120222854000000,12.113000244140625,0.7099999785423279,unplugged,false
1751120223858000000,13.116999755859375,0.7099999785423279,unplugged,false
1751120224857000000,14.116,0.7099999785423279,unplugged,false
1751120225858000000,15.116999755859375,0.7099999785423279,unplugged,false
1751120226862000000,16.121000244140625,0.7099999785423279,unplugged,false
1751120227860000000,17.119,0.7099999785423279,unplugged,false
1751120228862000000,18.121000244140625,0.7099999785423279,unplugged,false
1751120229929000000,19.188,0.7099999785423279,unplugged,false
1751120230864000000,20.123,0.7099999785423279,unplugged,false
1751120231863000000,21.122,0.7099999785423279,unplugged,false
1751120232864000000,22.123,0.7099999785423279,unplugged,false
1751120233864000000,23.123,0.7099999785423279,unplugged,false
1751120234868000000,24.127,0.7099999785423279,unplugged,false
1751120235870000000,25.129000244140624,0.7099999785423279,unplugged,false
1751120236870000000,26.129000244140624,0.7099999785423279,unplugged,false
1751120237869000000,27.128,0.7099999785423279,unplugged,false
1751120238870000000,28.129000244140624,0.7099999785423279,unplugged,false
1751120239870000000,29.129000244140624,0.7099999785423279,unplugged,false
1751120240873000000,30.132,0.7099999785423279,unplugged,false
1751120241872000000,31.131,0.7099999785423279,unplugged,false
1751120242873000000,32.132,0.7099999785423279,unplugged,false
1751120243877000000,33.136,0.7099999785423279,unplugged,false
1751120244881000000,34.14,0.7099999785423279,unplugged,false
1751120245881000000,35.14,0.7099999785423279,unplugged,false
1751120246879000000,36.138,0.7099999785423279,unplugged,false
1751120247878000000,37.13700024414062,0.7099999785423279,unplugged,false
1751120248886000000,38.145000244140626,0.7099999785423279,unplugged,false
1751120249879000000,39.138,0.7099999785423279,unplugged,false
1751120250878000000,40.13700024414062,0.7099999785423279,unplugged,false
1751120251880000000,41.139,0.7099999785423279,unplugged,false
1751120252881000000,42.14,0.7099999785423279,unplugged,false
1751120253889000000,43.148,0.7099999785423279,unplugged,false
1751120254881000000,44.14,0.7099999785423279,unplugged,false
1751120255888000000,45.147,0.7099999785423279,unplugged,false
1751120256883000000,46.142,0.7099999785423279,unplugged,false
1751120257885000000,47.144,0.7099999785423279,unplugged,false
1751120258889000000,48.148,0.7099999785423279,unplugged,false
1751120259890000000,49.14899975585938,0.7099999785423279,unplugged,false
1751120260890000000,50.14899975585938,0.7099999785423279,unplugged,false
1751120261898000000,51.156999755859374,0.7099999785423279,unplugged,false
1751120262898000000,52.156999755859374,0.7099999785423279,unplugged,false
1751120263896000000,53.155,0.7099999785423279,unplugged,false
1751120264894000000,54.15300024414063,0.7099999785423279,unplugged,false
1751120265900000000,55.159,0.7099999785423279,unplugged,false
1751120266897000000,56.156,0.7099999785423279,unplugged,false
1751120267898000000,57.156999755859374,0.7099999785423279,unplugged,false
1751120268901000000,58.16,0.7099999785423279,unplugged,false
1751120269899000000,59.158,0.7099999785423279,unplugged,false
1751120270898000000,60.156999755859374,0.7099999785423279,unplugged,false
1751120271901000000,61.16,0.7099999785423279,unplugged,false
1751120272900000000,62.159,0.7099999785423279,unplugged,false
1751120273900000000,63.159,0.7099999785423279,unplugged,false
1751120274902000000,64.16100024414062,0.7099999785423279,unplugged,false
1751120275907000000,65.166,0.7099999785423279,unplugged,false
1751120276905000000,66.164,0.7099999785423279,unplugged,false
1751120277901000000,67.16,0.7099999785423279,unplugged,false
1751120278902000000,68.16100024414062,0.7099999785423279,unplugged,false
1751120279903000000,69.162,0.7099999785423279,unplugged,false
1751120280905000000,70.164,0.7099999785423279,unplugged,false
1751120281905000000,71.164,0.7099999785423279,unplugged,false
1751120282904000000,72.163,0.7099999785423279,unplugged,false
1751120283909000000,73.168,0.7099999785423279,unplugged,false
1751120284908000000,74.167,0.7099999785423279,unplugged,false
1751120285910000000,75.16900024414062,0.7099999785423279,unplugged,false
1751120286910000000,76.16900024414062,0.7099999785423279,unplugged,false
1751120287913000000,77.172,0.7099999785423279,unplugged,false
1751120288912000000,78.171,0.7099999785423279,unplugged,false
1751120289914000000,79.17299975585938,0.7099999785423279,unplugged,false
1751120290913000000,80.172,0.7099999785423279,unplugged,false
1751120291914000000,81.17299975585938,0.7099999785423279,unplugged,false
1751120292913000000,82.172,0.7099999785423279,unplugged,false
1751120293917000000,83.176,0.7099999785423279,unplugged,false
1751120294923000000,84.182,0.7099999785423279,unplugged,false
1751120295923000000,85.182,0.7099999785423279,unplugged,false
1751120296925000000,86.184,0.7099999785423279,unplugged,false
1751120297924000000,87.183,0.7099999785423279,unplugged,false
1751120298931000000,88.19,0.7099999785423279,unplugged,false
1751120299927000000,89.186,0.7099999785423279,unplugged,false
1751120300929000000,90.188,0.7099999785423279,unplugged,false
1751120301930000000,91.18899975585937,0.7099999785423279,unplugged,false
1751120302929000000,92.188,0.7099999785423279,unplugged,false
1751120303929000000,93.188,0.7099999785423279,unplugged,false
1751120304931000000,94.19,0.7099999785423279,unplugged,false
1751120305931000000,95.19,0.7099999785423279,unplugged,false
1751120306932000000,96.191,0.7099999785423279,unplugged,false
