time,seconds_elapsed,magneticBearing
1751120211078047200,0.337047119140625,226.237454194505
1751120211107882500,0.366882568359375,225.58762877066
1751120211117828000,0.376828125,224.92607113345497
1751120211127773700,0.386773681640625,224.03401450584545
1751120211137719000,0.396718994140625,223.2100902210018
1751120211147664100,0.4066640625,223.0508951819098
1751120211157609200,0.416609130859375,222.74542509419896
1751120211167554000,0.426553955078125,222.4249398366865
1751120211177499100,0.4364990234375,221.35743838524732
1751120211187444000,0.44644384765625,220.55431146953197
1751120211197388800,0.456388916015625,221.27683962411496
1751120211207334000,0.466333984375,220.60129434944525
1751120211217278700,0.47627880859375,220.28680649439892
1751120211227223600,0.4862236328125,219.9441016727792
1751120211237168400,0.49616845703125,219.55604001537145
1751120211247113500,0.506113525390625,218.77832720182715
1751120211257058300,0.516058349609375,217.04578656739
1751120211267003100,0.526003173828125,216.24786564889186
1751120211276948000,0.535947998046875,215.57655858151202
1751120211286893000,0.54589306640625,214.56047296294386
1751120211306782700,0.56578271484375,213.5961920395225
1751120211316727600,0.5757275390625,212.6115355926868
1751120211326672600,0.585672607421875,211.51693905371542
1751120211336617700,0.59561767578125,209.87386311130723
1751120211346562600,0.6055625,207.88499674729073
1751120211356507600,0.615507568359375,206.0320825796392
1751120211366452700,0.62545263671875,203.65694760188242
1751120211376397600,0.6353974609375,201.50828009710693
1751120211386342700,0.6453427734375,199.11972748618174
1751120211396287700,0.655287841796875,197.5255682972584
1751120211406232600,0.665232666015625,195.60598891220133
1751120211416177700,0.675177734375,195.54883638164563
1751120211426122800,0.685122802734375,195.34579298349112
1751120211436067600,0.695067626953125,195.54883638164563
1751120211446012700,0.7050126953125,194.28511324057058
1751120211455957800,0.714957763671875,194.61137325487593
1751120211465902600,0.724902587890625,194.72058476882057
1751120211475847700,0.73484765625,194.11759039208187
1751120211485792800,0.744792724609375,193.08682653028754
1751120211495737600,0.754737548828125,190.91112815485786
1751120211505682700,0.7646826171875,187.65397151617913
1751120211515627800,0.774627685546875,183.9679178977441
1751120211525572600,0.784572509765625,180.32615840998187
1751120211535517700,0.794517578125,177.05595351160636
1751120211545462500,0.804462646484375,173.59899733588625
1751120211555407600,0.81440771484375,170.64702047174546
1751120211565352700,0.824352783203125,168.21369663629363
1751120211575297500,0.834297607421875,165.69118116311847
1751120211585242600,0.84424267578125,165.71488675942942
1751120211595187700,0.854187744140625,163.26713829320678
1751120211605132500,0.864132568359375,161.67673889953434
1751120211615077600,0.87407763671875,160.5533923123383
1751120211625022700,0.884022705078125,158.96248842230904
1751120211634967600,0.893967529296875,158.26613010635555
1751120211644912600,0.90391259765625,157.2490247164241
1751120211654857700,0.913857666015625,155.9386818506294
1751120211664802600,0.923802490234375,153.70649076533377
1751120211674747600,0.93374755859375,151.63310169802108
1751120211694637600,0.953637451171875,148.9937077427074
1751120211704582700,0.963582763671875,146.8702657487687
1751120211714527700,0.97352783203125,145.21636478013522
1751120211724472600,0.98347265625,145.31296534386922
1751120211744362800,1.00336279296875,141.36111703527996
1751120211754307600,1.0133076171875,139.14741014120293
1751120211764252700,1.023252685546875,138.2733136794247
1751120211774197800,1.03319775390625,137.542547169908
1751120211804032800,1.06303271484375,135
1751120211823922700,1.082922607421875,134.66362887824934
1751120211843812600,1.1028125,135.33769279860272
1751120211893537500,1.15253759765625,136.14119920934885
1751120211933317600,1.192317626953125,139.99609614372454
1751120211953207600,1.21220751953125,139.5739208094615
1751120212022822700,1.28182275390625,136.48786998476402
1751120212032767700,1.291767822265625,136.77880020335544
1751120212042712600,1.301712646484375,139.64709632041382
1751120212062602800,1.321602783203125,140.42199861437132
1751120212072547600,1.331547607421875,140.766022156071
1751120212102382600,1.361382568359375,144.47629174564258
1751120212112327700,1.37132763671875,145.03690201137653
1751120212132217600,1.391217529296875,145.95921031115287
1751120212142162700,1.40116259765625,145.16734236097687
1751120212181944600,1.440944580078125,145.61470637362197
1751120212215022800,1.47402294921875,146.6737116809707
1751120212224968000,1.483968017578125,146.67122590326812
1751120212234912800,1.493912841796875,146.49020053827468
1751120212254802700,1.513802734375,146.12794358539495
1751120212264747500,1.52374755859375,146.03535448527893
1751120212274692600,1.533692626953125,146.4012147722328
1751120212294582500,1.55358251953125,146.4012147722328
1751120212304527400,1.56352734375,146.12668558575425
1751120212314472400,1.573472412109375,146.34061990866306
1751120212334362000,1.593362060546875,146.52521413171291
1751120212374142000,1.633141845703125,147.27149176507433
1751120212394031900,1.653031982421875,146.64950430466152
1751120212433811700,1.692811767578125,146.67622881452712
1751120212443756500,1.702756591796875,146.0668983903351
1751120212463646500,1.722646484375,144.85588404604945
1751120212473591600,1.732591552734375,143.868800848679
1751120212483536400,1.742536376953125,143.0437156939883
1751120212503426300,1.76242626953125,140.56127001135047
1751120212513371400,1.772371337890625,139.68347356999456
1751120212523316200,1.782316162109375,138.80434825600062
1751120212533261300,1.79226123046875,137.80848588471224
1751120212543206400,1.802206298828125,138.14809708922317
1751120212563096300,1.822096435546875,141.21423368230575
1751120212573041400,1.83204150390625,142.74584436437925
1751120212582986200,1.841986328125,142.76516437642962
1751120212592931300,1.851931396484375,143.83246622342838
1751120212622766300,1.881766357421875,144.82606348581734
1751120212632711400,1.89171142578125,144.28559334987617
1751120212642656300,1.90165625,143.82283484238795
1751120212662546200,1.921546142578125,142.7876217475473
1751120212672491300,1.9314912109375,142.3821070832372
1751120212702326300,1.961326171875,141.52996485140147
1751120212722216200,1.98121630859375,140.49933155819036
1751120212742106400,2.0011064453125,137.9737308864018
1751120212752051200,2.01105126953125,137.10441018167913
1751120212761996300,2.020996337890625,136.7311460284395
1751120212811721200,2.07072119140625,135.69213126069846
1751120212821666300,2.080666259765625,133.1118128720932
1751120212841556200,2.10055615234375,129.164068771117
1751120212851501300,2.110501220703125,127.40019301923763
1751120212861446400,2.1204462890625,127.33769959618192
1751120212871391200,2.13039111328125,125.03723350971066
1751120212881336300,2.14033642578125,121.82107768499577
1751120212891281400,2.150281494140625,118.80612468244335
1751120212901226200,2.160226318359375,115.86350530842122
1751120212911171300,2.17017138671875,113.03727155303496
1751120212921116400,2.180116455078125,111.57568870763069
1751120212931061200,2.190061279296875,111.46448845483022
1751120212941006300,2.20000634765625,111.7453648108697
1751120212950951400,2.209951416015625,111.55823464313957
1751120212960896300,2.219896240234375,111.35437709695563
1751120212970841300,2.22984130859375,111.03751111701767
1751120212980786200,2.2397861328125,110.11126533889698
1751120212990731300,2.249731201171875,108.7514964565727
1751120213000676400,2.25967626953125,107.41984840853281
1751120213010621200,2.26962109375,107.44992684542636
1751120213030511400,2.289511474609375,104.66717426823058
1751120213040456200,2.299456298828125,103.84210399022093
1751120213050401300,2.3094013671875,104.4734214151919
1751120213060346400,2.319346435546875,105.20240817479137
1751120213070291200,2.329291259765625,106.37255721397304
1751120213080236300,2.339236328125,107.92791947674748
1751120213090181400,2.349181396484375,108.87860284132213
1751120213100126200,2.359126220703125,109.4123827094641
1751120213110071300,2.3690712890625,109.13364259036523
1751120213120016400,2.379016357421875,108.37042633344109
1751120213129961200,2.388961181640625,107.97971458967118
1751120213139906300,2.39890625,107.7801680281788
1751120213149851400,2.408851318359375,108.13808250330368
1751120213159796200,2.418796142578125,107.09494066600435
1751120213169741300,2.4287412109375,105.63814276827331
1751120213189631200,2.44863134765625,102.4943338080945
1751120213199576300,2.458576416015625,100.72995141984347
1751120213209521400,2.468521484375,98.96170896799798
1751120213219466200,2.47846630859375,97.9839395144085
1751120213229411300,2.488411376953125,96.41878724413023
1751120213239356400,2.4983564453125,94.5698764508713
1751120213249301200,2.50830126953125,93.90049385763656
1751120213259246300,2.518246337890625,92.40681230022685
1751120213269191400,2.52819140625,90.60203508364354
1751120213279136300,2.53813623046875,88.48991630278593
1751120213289081300,2.548081298828125,88.88068668306099
1751120213299026200,2.558026123046875,86.08315852573308
1751120213308971300,2.56797119140625,82.81053398493765
1751120213318916400,2.577916259765625,79.97396307141176
1751120213328861200,2.587861083984375,78.34232836093605
1751120213338806300,2.59780615234375,77.02889442703183
1751120213348752100,2.607752197265625,76.49216136120056
1751120213358696700,2.61769677734375,76.48824577471288
1751120213368641500,2.6276416015625,76.23718357687184
1751120213378586400,2.63758642578125,76.06220253579222
1751120213388531000,2.647531005859375,76.18497564343643
1751120213398475800,2.657475830078125,75.46920018950786
1751120213408420400,2.66742041015625,75.02940103166569
1751120213418365200,2.677365234375,74.64796304662197
1751120213428310000,2.68731005859375,73.6389225446537
1751120213438255000,2.697255126953125,73.6104608260822
1751120213448200000,2.707199951171875,73.0387776514611
1751120213458145000,2.71714501953125,72.8523800450582
1751120213468090000,2.727090087890625,72.274758905631
1751120213478035200,2.73703515625,72.33666449797155
1751120213487980300,2.746980224609375,72.97158420046213
1751120213497925400,2.75692529296875,73.38791980648611
1751120213507870500,2.766870361328125,73.80452776888899
1751120213517815800,2.77681591796875,74.12405349477743
1751120213527761000,2.786760986328125,74.6651444533028
1751120213537706000,2.7967060546875,74.62132322118404
1751120213547651000,2.806651123046875,73.8758987877977
1751120213557596400,2.816596435546875,73.57680942802855
