time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1751120211078047200,0.337047119140625,0.8604190349578857,0.22783324122428894,0.0692441388964653,0.4505290389060974,0.09684650599956512,-0.47176265716552734,-2.1535754203796387
1751120211107882500,0.366882568359375,0.8905231952667236,0.1753537803888321,0.017863675951957703,0.41938287019729614,0.12228808552026749,-0.33344125747680664,-2.2407119274139404
1751120211117828000,0.376828125,0.8909534811973572,0.17353571951389313,0.022649921476840973,0.4189040958881378,0.1114196628332138,-0.3343982696533203,-2.2436790466308594
1751120211127773700,0.386773681640625,0.8914315700531006,0.1710560917854309,0.029992513358592987,0.4184940457344055,0.09516892582178116,-0.33638089895248413,-2.2475345134735107
1751120211137719000,0.396718994140625,0.8918701410293579,0.16828233003616333,0.03954586386680603,0.4179176688194275,0.07443593442440033,-0.3397228419780731,-2.2523910999298096
1751120211147664100,0.4066640625,0.8911932110786438,0.16540157794952393,0.05120810493826866,0.419258713722229,0.05040138214826584,-0.34452369809150696,-2.253354549407959
1751120211157609200,0.416609130859375,0.8900917172431946,0.16296632587909698,0.06400259584188461,0.4208003282546997,0.024727487936615944,-0.35114651918411255,-2.2539587020874023
1751120211167554000,0.426553955078125,0.8878827691078186,0.16131289303302765,0.07739850878715515,0.42384761571884155,-0.0007451412966474891,-0.3597756028175354,-2.2509653568267822
1751120211177499100,0.4364990234375,0.8857889175415039,0.16154015064239502,0.08991608023643494,0.42567020654678345,-0.023360654711723328,-0.371195912361145,-2.250035047531128
1751120211187444000,0.44644384765625,0.8833663463592529,0.1636262834072113,0.10145317018032074,0.4273126721382141,-0.0425305999815464,-0.3852473199367523,-2.2487902641296387
1751120211197388800,0.456388916015625,0.8793522119522095,0.16616186499595642,0.11319608986377716,0.43164297938346863,-0.06045285984873772,-0.40057748556137085,-2.2412426471710205
1751120211207334000,0.466333984375,0.8757739663124084,0.16869567334651947,0.12547793984413147,0.43453025817871094,-0.08009850233793259,-0.4164609909057617,-2.2373719215393066
1751120211217278700,0.47627880859375,0.8721874952316284,0.17046049237251282,0.13915865123271942,0.43688321113586426,-0.10348942875862122,-0.43227672576904297,-2.2355918884277344
1751120211227223600,0.4862236328125,0.8681642413139343,0.17098741233348846,0.15457651019096375,0.43949997425079346,-0.13137780129909515,-0.4475554823875427,-2.234278440475464
1751120211237168400,0.49616845703125,0.8633396625518799,0.17004401981830597,0.17157721519470215,0.4430476129055023,-0.1633506715297699,-0.4618948996067047,-2.2318146228790283
1751120211247113500,0.506113525390625,0.8585357666015625,0.16837632656097412,0.1889493316411972,0.4459419846534729,-0.1972724348306656,-0.47533363103866577,-2.2314000129699707
1751120211257058300,0.516058349609375,0.8551640510559082,0.1672196388244629,0.20523135364055634,0.4456595182418823,-0.23070791363716125,-0.4880756437778473,-2.238448143005371
1751120211267003100,0.526003173828125,0.851553201675415,0.1658240705728531,0.2202993929386139,0.445901095867157,-0.2619158923625946,-0.49937790632247925,-2.2439942359924316
1751120211276948000,0.535947998046875,0.8472830057144165,0.1638193130493164,0.23427018523216248,0.4476519823074341,-0.2907435894012451,-0.5090474486351013,-2.2456142902374268
1751120211286893000,0.54589306640625,0.8432971835136414,0.16178493201732635,0.24761506915092468,0.4487340748310089,-0.3189346194267273,-0.5179409384727478,-2.248734474182129
1751120211306782700,0.56578271484375,0.8345093727111816,0.15345367789268494,0.277393102645874,0.4506652355194092,-0.38595137000083923,-0.5307031869888306,-2.257378339767456
1751120211316727600,0.5757275390625,0.8286392688751221,0.14686620235443115,0.29560908675193787,0.45210906863212585,-0.4283338785171509,-0.5359910130500793,-2.261979818344116
1751120211326672600,0.585672607421875,0.8214899897575378,0.13903948664665222,0.3161163926124573,0.4537542164325714,-0.4766468405723572,-0.5413779616355896,-2.2669219970703125
1751120211336617700,0.59561767578125,0.8131552338600159,0.13047197461128235,0.33844494819641113,0.4552040100097656,-0.5298914909362793,-0.5472150444984436,-2.2729198932647705
1751120211346562600,0.6055625,0.8038901090621948,0.1217326670885086,0.36200016736984253,0.45595818758010864,-0.5868521928787231,-0.5536944270133972,-2.2809898853302
1751120211356507600,0.615507568359375,0.7939642071723938,0.113390251994133,0.3860558867454529,0.4557681083679199,-0.6458767652511597,-0.5609130263328552,-2.291565179824829
1751120211366452700,0.62545263671875,0.7837172746658325,0.10597951710224152,0.40981075167655945,0.4545444846153259,-0.7050427794456482,-0.5688581466674805,-2.304732084274292
